strain1,strain2,geo_distance,isotype
JU1467,NIC209,940.116406597746,NIC174
JU1468,NIC209,940.116406597746,NIC174
JU1469,NIC209,940.116406597746,NIC174
JU1470,NIC209,940.116406597746,NIC174
JU1471,NIC209,940.116406597746,NIC174
JU1472,NIC209,940.116406597746,NIC174
JU1473,NIC209,940.116406597746,NIC174
JU1474,NIC209,940.116406597746,NIC174
JU1987,NIC208,936.919156211151,NIC174
JU1992,NIC208,936.919156211151,NIC174
JU1993,NIC208,936.919156211151,NIC174
JU1994,NIC208,936.919156211151,NIC174
JU1995,NIC208,936.919156211151,NIC174
JU1996,NIC208,936.919156211151,NIC174
JU1997,NIC208,936.919156211151,NIC174
JU1998,NIC208,936.919156211151,NIC174
JU1999,NIC208,936.919156211151,NIC174
JU2004,NIC208,936.919156211151,NIC174
JU2032,NIC208,936.919156211151,NIC174
JU2101,NIC208,936.919156211151,NIC174
JU2103,NIC208,936.919156211151,NIC174
JU1529,NIC208,936.919156211151,NIC174
JU1533,NIC208,936.919156211151,NIC174
JU1542,NIC208,936.919156211151,NIC174
JU1551,NIC208,936.919156211151,NIC174
JU1556,NIC208,936.919156211151,NIC174
JU1560,NIC208,936.919156211151,NIC174
JU1561,NIC208,936.919156211151,NIC174
JU2164,NIC208,936.919156211151,NIC174
JU2206,NIC208,936.919156211151,NIC174
JU2208,NIC208,936.919156211151,NIC174
JU2217,NIC208,936.919156211151,NIC174
JU2218,NIC208,936.919156211151,NIC174
JU2219,NIC208,936.919156211151,NIC174
JU2220,NIC208,936.919156211151,NIC174
JU2223,NIC208,936.919156211151,NIC174
JU2225,NIC208,936.919156211151,NIC174
JU2226,NIC208,936.919156211151,NIC174
JU2227,NIC208,936.919156211151,NIC174
JU2228,NIC208,936.919156211151,NIC174
JU2233,NIC208,936.919156211151,NIC174
JU2247,NIC208,936.919156211151,NIC174
JU2248,NIC208,936.919156211151,NIC174
JU2252,NIC208,936.919156211151,NIC174
JU2256,NIC208,936.919156211151,NIC174
JU2562,NIC208,936.919156211151,NIC174
JU2563,NIC208,936.919156211151,NIC174
JU2567,NIC208,936.919156211151,NIC174
JU2626,NIC208,936.919156211151,NIC174
JU2779,NIC208,936.919156211151,NIC174
JU1987,NIC209,936.919156211151,NIC174
JU1992,NIC209,936.919156211151,NIC174
JU1993,NIC209,936.919156211151,NIC174
JU1994,NIC209,936.919156211151,NIC174
JU1995,NIC209,936.919156211151,NIC174
JU1996,NIC209,936.919156211151,NIC174
JU1997,NIC209,936.919156211151,NIC174
JU1998,NIC209,936.919156211151,NIC174
JU1999,NIC209,936.919156211151,NIC174
JU2004,NIC209,936.919156211151,NIC174
JU2032,NIC209,936.919156211151,NIC174
JU2101,NIC209,936.919156211151,NIC174
JU2103,NIC209,936.919156211151,NIC174
JU1529,NIC209,936.919156211151,NIC174
JU1533,NIC209,936.919156211151,NIC174
JU1542,NIC209,936.919156211151,NIC174
JU1551,NIC209,936.919156211151,NIC174
JU1556,NIC209,936.919156211151,NIC174
JU1560,NIC209,936.919156211151,NIC174
JU1561,NIC209,936.919156211151,NIC174
JU2164,NIC209,936.919156211151,NIC174
JU2206,NIC209,936.919156211151,NIC174
JU2208,NIC209,936.919156211151,NIC174
JU2217,NIC209,936.919156211151,NIC174
JU2218,NIC209,936.919156211151,NIC174
JU2219,NIC209,936.919156211151,NIC174
JU2220,NIC209,936.919156211151,NIC174
JU2223,NIC209,936.919156211151,NIC174
JU2225,NIC209,936.919156211151,NIC174
JU2226,NIC209,936.919156211151,NIC174
JU2227,NIC209,936.919156211151,NIC174
JU2228,NIC209,936.919156211151,NIC174
JU2233,NIC209,936.919156211151,NIC174
JU2247,NIC209,936.919156211151,NIC174
JU2248,NIC209,936.919156211151,NIC174
JU2252,NIC209,936.919156211151,NIC174
JU2256,NIC209,936.919156211151,NIC174
JU2562,NIC209,936.919156211151,NIC174
JU2563,NIC209,936.919156211151,NIC174
JU2567,NIC209,936.919156211151,NIC174
JU2626,NIC209,936.919156211151,NIC174
JU2779,NIC209,936.919156211151,NIC174
JU1562,NIC208,936.333204633378,NIC174
JU1767,NIC208,936.333204633378,NIC174
JU1562,NIC209,936.333204633378,NIC174
JU1767,NIC209,936.333204633378,NIC174
JU2863,NIC208,934.942251128675,NIC174
JU2863,NIC209,934.942251128675,NIC174
MY646,NIC181,934.371518223969,NIC174
MY661,NIC181,934.371518223969,NIC174
MY709,NIC181,934.371518223969,NIC174
MY683,NIC181,934.283253366105,NIC174
MY2049,NIC181,932.866424568969,NIC174
MY682,NIC181,932.866424568969,NIC174
MY699,NIC181,932.866424568969,NIC174
MY701,NIC181,932.866424568969,NIC174
MY702,NIC181,932.866424568969,NIC174
MY727,NIC181,932.866424568969,NIC174
MY728,NIC181,932.866424568969,NIC174
MY750,NIC181,932.866424568969,NIC174
MY751,NIC181,932.866424568969,NIC174
MY752,NIC181,932.866424568969,NIC174
MY754,NIC181,932.866424568969,NIC174
MY755,NIC181,932.866424568969,NIC174
MY756,NIC181,932.866424568969,NIC174
MY761,NIC181,932.866424568969,NIC174
MY765,NIC181,932.866424568969,NIC174
MY771,NIC181,932.866424568969,NIC174
MY918,NIC181,932.866424568969,NIC174
MY945,NIC181,932.866424568969,NIC174
MY2132,NIC181,932.686991435977,NIC174
NIC498,NIC208,932.399286915988,NIC174
NIC498,NIC209,932.399286915988,NIC174
JU279,NIC208,928.184155207776,NIC174
JU279,NIC209,928.184155207776,NIC174
JU280,NIC208,928.156672216387,NIC174
JU296,NIC208,928.156672216387,NIC174
JU280,NIC209,928.156672216387,NIC174
JU296,NIC209,928.156672216387,NIC174
JU2905,JU1261,927.77049544948,NIC174
JU2905,JU1262,927.77049544948,NIC174
JU2905,JU1263,927.77049544948,NIC174
JU2905,JU1264,927.77049544948,NIC174
JU2905,JU1258,927.692261410007,NIC174
JU2905,JU1259,927.692261410007,NIC174
JU2905,JU1260,927.59644695565,NIC174
JU2905,JU2105,927.396680641939,NIC174
JU2905,JU2531,927.317189052165,NIC174
JU2905,JU3784,927.284564640113,NIC174
JU2905,JU1254,927.118487932307,NIC174
JU2905,JU372,926.341891554758,NIC174
JU2905,JU373,926.341891554758,NIC174
JU2905,JU374,926.341891554758,NIC174
JU2905,JU375,926.341891554758,NIC174
JU2905,JU377,926.341891554758,NIC174
JU2905,JU378,926.341891554758,NIC174
JU2905,JU379,926.341891554758,NIC174
JU2905,JU380,926.341891554758,NIC174
JU2905,JU381,926.341891554758,NIC174
JU2905,JU382,926.341891554758,NIC174
JU2905,JU383,926.341891554758,NIC174
JU1789,NIC208,926.080360186347,NIC174
JU1789,NIC209,926.080360186347,NIC174
JU2905,JU441,925.499925815668,NIC174
JU1784,NIC208,925.19708675979,NIC174
JU1788,NIC208,925.19708675979,NIC174
JU1784,NIC209,925.19708675979,NIC174
JU1788,NIC209,925.19708675979,NIC174
JU3279,JU2221,923.509412077551,NIC174
JU3279,JU2222,923.509412077551,NIC174
JU3279,JU2224,923.509412077551,NIC174
JU3278,JU2221,923.504019815183,NIC174
JU3278,JU2222,923.504019815183,NIC174
JU3278,JU2224,923.504019815183,NIC174
JU3276,JU2221,922.084200867518,NIC174
JU3276,JU2222,922.084200867518,NIC174
JU3276,JU2224,922.084200867518,NIC174
MY646,NIC2097,921.312174064506,NIC174
MY661,NIC2097,921.312174064506,NIC174
MY709,NIC2097,921.312174064506,NIC174
MY646,NIC2098,921.312174064506,NIC174
MY661,NIC2098,921.312174064506,NIC174
MY709,NIC2098,921.312174064506,NIC174
MY683,NIC2097,921.221471672128,NIC174
MY683,NIC2098,921.221471672128,NIC174
MY646,JU2594,920.697874433157,NIC174
MY661,JU2594,920.697874433157,NIC174
MY709,JU2594,920.697874433157,NIC174
MY683,JU2594,920.636146527183,NIC174
MY646,JU2595,920.628750815295,NIC174
MY661,JU2595,920.628750815295,NIC174
MY709,JU2595,920.628750815295,NIC174
MY646,JU2596,920.596565712728,NIC174
MY661,JU2596,920.596565712728,NIC174
MY709,JU2596,920.596565712728,NIC174
MY683,JU2595,920.567165742681,NIC174
MY683,JU2596,920.53500278737,NIC174
MY646,JU2590,920.299613876704,NIC174
MY661,JU2590,920.299613876704,NIC174
MY709,JU2590,920.299613876704,NIC174
MY683,JU2590,920.237832882166,NIC174
NIC164,NIC1100,920.051717765655,NIC174
MY2049,NIC2097,919.816900299181,NIC174
MY682,NIC2097,919.816900299181,NIC174
MY699,NIC2097,919.816900299181,NIC174
MY701,NIC2097,919.816900299181,NIC174
MY702,NIC2097,919.816900299181,NIC174
MY727,NIC2097,919.816900299181,NIC174
MY728,NIC2097,919.816900299181,NIC174
MY750,NIC2097,919.816900299181,NIC174
MY751,NIC2097,919.816900299181,NIC174
MY752,NIC2097,919.816900299181,NIC174
MY754,NIC2097,919.816900299181,NIC174
MY755,NIC2097,919.816900299181,NIC174
MY756,NIC2097,919.816900299181,NIC174
MY761,NIC2097,919.816900299181,NIC174
MY765,NIC2097,919.816900299181,NIC174
MY771,NIC2097,919.816900299181,NIC174
MY918,NIC2097,919.816900299181,NIC174
MY945,NIC2097,919.816900299181,NIC174
MY2049,NIC2098,919.816900299181,NIC174
MY682,NIC2098,919.816900299181,NIC174
MY699,NIC2098,919.816900299181,NIC174
MY701,NIC2098,919.816900299181,NIC174
MY702,NIC2098,919.816900299181,NIC174
MY727,NIC2098,919.816900299181,NIC174
MY728,NIC2098,919.816900299181,NIC174
MY750,NIC2098,919.816900299181,NIC174
MY751,NIC2098,919.816900299181,NIC174
MY752,NIC2098,919.816900299181,NIC174
MY754,NIC2098,919.816900299181,NIC174
MY755,NIC2098,919.816900299181,NIC174
MY756,NIC2098,919.816900299181,NIC174
MY761,NIC2098,919.816900299181,NIC174
MY765,NIC2098,919.816900299181,NIC174
MY771,NIC2098,919.816900299181,NIC174
MY918,NIC2098,919.816900299181,NIC174
MY945,NIC2098,919.816900299181,NIC174
MY2132,NIC2097,919.710251087985,NIC174
MY2132,NIC2098,919.710251087985,NIC174
MY646,NIC2096,919.267838893613,NIC174
MY661,NIC2096,919.267838893613,NIC174
MY709,NIC2096,919.267838893613,NIC174
MY683,NIC2096,919.177422886534,NIC174
MY2049,JU2594,919.117103352647,NIC174
MY682,JU2594,919.117103352647,NIC174
MY699,JU2594,919.117103352647,NIC174
MY701,JU2594,919.117103352647,NIC174
MY702,JU2594,919.117103352647,NIC174
MY727,JU2594,919.117103352647,NIC174
MY728,JU2594,919.117103352647,NIC174
MY750,JU2594,919.117103352647,NIC174
MY751,JU2594,919.117103352647,NIC174
MY752,JU2594,919.117103352647,NIC174
MY754,JU2594,919.117103352647,NIC174
MY755,JU2594,919.117103352647,NIC174
MY756,JU2594,919.117103352647,NIC174
MY761,JU2594,919.117103352647,NIC174
MY765,JU2594,919.117103352647,NIC174
MY771,JU2594,919.117103352647,NIC174
MY918,JU2594,919.117103352647,NIC174
MY945,JU2594,919.117103352647,NIC174
MY2049,JU2595,919.047712728344,NIC174
MY682,JU2595,919.047712728344,NIC174
MY699,JU2595,919.047712728344,NIC174
MY701,JU2595,919.047712728344,NIC174
MY702,JU2595,919.047712728344,NIC174
MY727,JU2595,919.047712728344,NIC174
MY728,JU2595,919.047712728344,NIC174
MY750,JU2595,919.047712728344,NIC174
MY751,JU2595,919.047712728344,NIC174
MY752,JU2595,919.047712728344,NIC174
MY754,JU2595,919.047712728344,NIC174
MY755,JU2595,919.047712728344,NIC174
MY756,JU2595,919.047712728344,NIC174
MY761,JU2595,919.047712728344,NIC174
MY765,JU2595,919.047712728344,NIC174
MY771,JU2595,919.047712728344,NIC174
MY918,JU2595,919.047712728344,NIC174
MY945,JU2595,919.047712728344,NIC174
MY2049,JU2596,919.015486350845,NIC174
MY682,JU2596,919.015486350845,NIC174
MY699,JU2596,919.015486350845,NIC174
MY701,JU2596,919.015486350845,NIC174
MY702,JU2596,919.015486350845,NIC174
MY727,JU2596,919.015486350845,NIC174
MY728,JU2596,919.015486350845,NIC174
MY750,JU2596,919.015486350845,NIC174
MY751,JU2596,919.015486350845,NIC174
MY752,JU2596,919.015486350845,NIC174
MY754,JU2596,919.015486350845,NIC174
MY755,JU2596,919.015486350845,NIC174
MY756,JU2596,919.015486350845,NIC174
MY761,JU2596,919.015486350845,NIC174
MY765,JU2596,919.015486350845,NIC174
MY771,JU2596,919.015486350845,NIC174
MY918,JU2596,919.015486350845,NIC174
MY945,JU2596,919.015486350845,NIC174
MY2049,JU2590,918.71894242609,NIC174
MY682,JU2590,918.71894242609,NIC174
MY699,JU2590,918.71894242609,NIC174
MY701,JU2590,918.71894242609,NIC174
MY702,JU2590,918.71894242609,NIC174
MY727,JU2590,918.71894242609,NIC174
MY728,JU2590,918.71894242609,NIC174
MY750,JU2590,918.71894242609,NIC174
MY751,JU2590,918.71894242609,NIC174
MY752,JU2590,918.71894242609,NIC174
MY754,JU2590,918.71894242609,NIC174
MY755,JU2590,918.71894242609,NIC174
MY756,JU2590,918.71894242609,NIC174
MY761,JU2590,918.71894242609,NIC174
MY765,JU2590,918.71894242609,NIC174
MY771,JU2590,918.71894242609,NIC174
MY918,JU2590,918.71894242609,NIC174
MY945,JU2590,918.71894242609,NIC174
MY2132,JU2594,918.19430087376,NIC174
MY2132,JU2595,918.121119798274,NIC174
MY2132,JU2596,918.088306137121,NIC174
MY646,JU2591,917.870158765383,NIC174
MY661,JU2591,917.870158765383,NIC174
MY709,JU2591,917.870158765383,NIC174
MY683,JU2591,917.808774308773,NIC174
MY2132,JU2590,917.797554539595,NIC174
MY2049,NIC2096,917.771384470888,NIC174
MY682,NIC2096,917.771384470888,NIC174
MY699,NIC2096,917.771384470888,NIC174
MY701,NIC2096,917.771384470888,NIC174
MY702,NIC2096,917.771384470888,NIC174
MY727,NIC2096,917.771384470888,NIC174
MY728,NIC2096,917.771384470888,NIC174
MY750,NIC2096,917.771384470888,NIC174
MY751,NIC2096,917.771384470888,NIC174
MY752,NIC2096,917.771384470888,NIC174
MY754,NIC2096,917.771384470888,NIC174
MY755,NIC2096,917.771384470888,NIC174
MY756,NIC2096,917.771384470888,NIC174
MY761,NIC2096,917.771384470888,NIC174
MY765,NIC2096,917.771384470888,NIC174
MY771,NIC2096,917.771384470888,NIC174
MY918,NIC2096,917.771384470888,NIC174
MY945,NIC2096,917.771384470888,NIC174
MY2132,NIC2096,917.656192798292,NIC174
MY2049,JU2591,916.288748210844,NIC174
MY682,JU2591,916.288748210844,NIC174
MY699,JU2591,916.288748210844,NIC174
MY701,JU2591,916.288748210844,NIC174
MY702,JU2591,916.288748210844,NIC174
MY727,JU2591,916.288748210844,NIC174
MY728,JU2591,916.288748210844,NIC174
MY750,JU2591,916.288748210844,NIC174
MY751,JU2591,916.288748210844,NIC174
MY752,JU2591,916.288748210844,NIC174
MY754,JU2591,916.288748210844,NIC174
MY755,JU2591,916.288748210844,NIC174
MY756,JU2591,916.288748210844,NIC174
MY761,JU2591,916.288748210844,NIC174
MY765,JU2591,916.288748210844,NIC174
MY771,JU2591,916.288748210844,NIC174
MY918,JU2591,916.288748210844,NIC174
MY945,JU2591,916.288748210844,NIC174
MY2132,JU2591,915.356867708681,NIC174
JU3276,NIC181,912.417902088073,NIC174
JU3278,NIC181,912.24178417709,NIC174
JU3279,NIC181,912.199558645161,NIC174
JU2577,NIC208,909.688006843406,NIC174
JU2577,NIC209,909.688006843406,NIC174
GXW26,GXW25,909.480351100583,GXW22
NIC507,JU2588,908.748120982507,NIC174
NIC509,JU2588,908.741521248146,NIC174
NIC510,JU2588,908.741521248146,NIC174
JU2905,JU2221,907.324485766948,NIC174
JU2905,JU2222,907.324485766948,NIC174
JU2905,JU2224,907.324485766948,NIC174
JU2893,JU2556,906.388975733246,NIC174
JU2893,JU2555,906.372719351903,NIC174
JU2894,JU2556,905.79541621786,NIC174
JU2894,JU2555,905.779178355477,NIC174
JU3279,JU2105,904.871563181629,NIC174
JU3279,JU2531,904.86463047824,NIC174
JU3278,JU2105,904.863014889899,NIC174
JU3278,JU2531,904.856089478592,NIC174
JU3279,JU1261,904.806361195911,NIC174
JU3279,JU1262,904.806361195911,NIC174
JU3279,JU1263,904.806361195911,NIC174
JU3279,JU1264,904.806361195911,NIC174
JU3278,JU1261,904.797772178842,NIC174
JU3278,JU1262,904.797772178842,NIC174
JU3278,JU1263,904.797772178842,NIC174
JU3278,JU1264,904.797772178842,NIC174
JU3279,JU1258,904.772427813881,NIC174
JU3279,JU1259,904.772427813881,NIC174
JU3278,JU1258,904.763844191526,NIC174
JU3278,JU1259,904.763844191526,NIC174
JU3279,JU1260,904.594983994792,NIC174
JU3278,JU1260,904.586398043784,NIC174
JU3279,JU372,904.405791874529,NIC174
JU3279,JU373,904.405791874529,NIC174
JU3279,JU374,904.405791874529,NIC174
JU3279,JU375,904.405791874529,NIC174
JU3279,JU377,904.405791874529,NIC174
JU3279,JU378,904.405791874529,NIC174
JU3279,JU379,904.405791874529,NIC174
JU3279,JU380,904.405791874529,NIC174
JU3279,JU381,904.405791874529,NIC174
JU3279,JU382,904.405791874529,NIC174
JU3279,JU383,904.405791874529,NIC174
JU3278,JU372,904.397315779763,NIC174
JU3278,JU373,904.397315779763,NIC174
JU3278,JU374,904.397315779763,NIC174
JU3278,JU375,904.397315779763,NIC174
JU3278,JU377,904.397315779763,NIC174
JU3278,JU378,904.397315779763,NIC174
JU3278,JU379,904.397315779763,NIC174
JU3278,JU380,904.397315779763,NIC174
JU3278,JU381,904.397315779763,NIC174
JU3278,JU382,904.397315779763,NIC174
JU3278,JU383,904.397315779763,NIC174
JU3279,JU3784,904.134643506476,NIC174
JU3278,JU3784,904.126057694439,NIC174
JU3279,JU1254,904.006225895668,NIC174
JU3278,JU1254,903.997647834958,NIC174
NIC509,NIC186,903.748294422795,NIC174
NIC510,NIC186,903.748294422795,NIC174
NIC507,NIC186,903.740171266356,NIC174
JU3276,JU2105,903.363713399936,NIC174
JU3276,JU2531,903.35696822787,NIC174
JU3276,JU1261,903.297464546074,NIC174
JU3276,JU1262,903.297464546074,NIC174
JU3276,JU1263,903.297464546074,NIC174
JU3276,JU1264,903.297464546074,NIC174
JU3276,JU1258,903.26366987906,NIC174
JU3276,JU1259,903.26366987906,NIC174
JU3276,JU1260,903.086166497688,NIC174
JU3276,JU372,902.899800163133,NIC174
JU3276,JU373,902.899800163133,NIC174
JU3276,JU374,902.899800163133,NIC174
JU3276,JU375,902.899800163133,NIC174
JU3276,JU377,902.899800163133,NIC174
JU3276,JU378,902.899800163133,NIC174
JU3276,JU379,902.899800163133,NIC174
JU3276,JU380,902.899800163133,NIC174
JU3276,JU381,902.899800163133,NIC174
JU3276,JU382,902.899800163133,NIC174
JU3276,JU383,902.899800163133,NIC174
JU3276,JU3784,902.625830338654,NIC174
JU3276,JU1254,902.497612180713,NIC174
JU3279,JU1467,902.399966289366,NIC174
JU3279,JU1468,902.399966289366,NIC174
JU3279,JU1469,902.399966289366,NIC174
JU3279,JU1470,902.399966289366,NIC174
JU3279,JU1471,902.399966289366,NIC174
JU3279,JU1472,902.399966289366,NIC174
JU3279,JU1473,902.399966289366,NIC174
JU3279,JU1474,902.399966289366,NIC174
JU3278,JU1467,902.394876354651,NIC174
JU3278,JU1468,902.394876354651,NIC174
JU3278,JU1469,902.394876354651,NIC174
JU3278,JU1470,902.394876354651,NIC174
JU3278,JU1471,902.394876354651,NIC174
JU3278,JU1472,902.394876354651,NIC174
JU3278,JU1473,902.394876354651,NIC174
JU3278,JU1474,902.394876354651,NIC174
JU3276,JU1467,900.982869846353,NIC174
JU3276,JU1468,900.982869846353,NIC174
JU3276,JU1469,900.982869846353,NIC174
JU3276,JU1470,900.982869846353,NIC174
JU3276,JU1471,900.982869846353,NIC174
JU3276,JU1472,900.982869846353,NIC174
JU3276,JU1473,900.982869846353,NIC174
JU3276,JU1474,900.982869846353,NIC174
JU2893,JU403,900.169485647525,NIC174
JU2893,JU404,900.169485647525,NIC174
JU2893,JU405,900.169485647525,NIC174
JU2894,JU403,899.781837156108,NIC174
JU2894,JU404,899.781837156108,NIC174
JU2894,JU405,899.781837156108,NIC174
JU3279,JU1987,899.495302359523,NIC174
JU3279,JU1992,899.495302359523,NIC174
JU3279,JU1993,899.495302359523,NIC174
JU3279,JU1994,899.495302359523,NIC174
JU3279,JU1995,899.495302359523,NIC174
JU3279,JU1996,899.495302359523,NIC174
JU3279,JU1997,899.495302359523,NIC174
JU3279,JU1998,899.495302359523,NIC174
JU3279,JU1999,899.495302359523,NIC174
JU3279,JU2004,899.495302359523,NIC174
JU3279,JU2032,899.495302359523,NIC174
JU3279,JU2101,899.495302359523,NIC174
JU3279,JU2103,899.495302359523,NIC174
JU3279,JU1529,899.495302359523,NIC174
JU3279,JU1533,899.495302359523,NIC174
JU3279,JU1542,899.495302359523,NIC174
JU3279,JU1551,899.495302359523,NIC174
JU3279,JU1556,899.495302359523,NIC174
JU3279,JU1560,899.495302359523,NIC174
JU3279,JU1561,899.495302359523,NIC174
JU3279,JU2164,899.495302359523,NIC174
JU3279,JU2206,899.495302359523,NIC174
JU3279,JU2208,899.495302359523,NIC174
JU3279,JU2217,899.495302359523,NIC174
JU3279,JU2218,899.495302359523,NIC174
JU3279,JU2219,899.495302359523,NIC174
JU3279,JU2220,899.495302359523,NIC174
JU3279,JU2223,899.495302359523,NIC174
JU3279,JU2225,899.495302359523,NIC174
JU3279,JU2226,899.495302359523,NIC174
JU3279,JU2227,899.495302359523,NIC174
JU3279,JU2228,899.495302359523,NIC174
JU3279,JU2233,899.495302359523,NIC174
JU3279,JU2247,899.495302359523,NIC174
JU3279,JU2248,899.495302359523,NIC174
JU3279,JU2252,899.495302359523,NIC174
JU3279,JU2256,899.495302359523,NIC174
JU3279,JU2562,899.495302359523,NIC174
JU3279,JU2563,899.495302359523,NIC174
JU3279,JU2567,899.495302359523,NIC174
JU3279,JU2626,899.495302359523,NIC174
JU3279,JU2779,899.495302359523,NIC174
JU3278,JU1987,899.490311465514,NIC174
JU3278,JU1992,899.490311465514,NIC174
JU3278,JU1993,899.490311465514,NIC174
JU3278,JU1994,899.490311465514,NIC174
JU3278,JU1995,899.490311465514,NIC174
JU3278,JU1996,899.490311465514,NIC174
JU3278,JU1997,899.490311465514,NIC174
JU3278,JU1998,899.490311465514,NIC174
JU3278,JU1999,899.490311465514,NIC174
JU3278,JU2004,899.490311465514,NIC174
JU3278,JU2032,899.490311465514,NIC174
JU3278,JU2101,899.490311465514,NIC174
JU3278,JU2103,899.490311465514,NIC174
JU3278,JU1529,899.490311465514,NIC174
JU3278,JU1533,899.490311465514,NIC174
JU3278,JU1542,899.490311465514,NIC174
JU3278,JU1551,899.490311465514,NIC174
JU3278,JU1556,899.490311465514,NIC174
JU3278,JU1560,899.490311465514,NIC174
JU3278,JU1561,899.490311465514,NIC174
JU3278,JU2164,899.490311465514,NIC174
JU3278,JU2206,899.490311465514,NIC174
JU3278,JU2208,899.490311465514,NIC174
JU3278,JU2217,899.490311465514,NIC174
JU3278,JU2218,899.490311465514,NIC174
JU3278,JU2219,899.490311465514,NIC174
JU3278,JU2220,899.490311465514,NIC174
JU3278,JU2223,899.490311465514,NIC174
JU3278,JU2225,899.490311465514,NIC174
JU3278,JU2226,899.490311465514,NIC174
JU3278,JU2227,899.490311465514,NIC174
JU3278,JU2228,899.490311465514,NIC174
JU3278,JU2233,899.490311465514,NIC174
JU3278,JU2247,899.490311465514,NIC174
JU3278,JU2248,899.490311465514,NIC174
JU3278,JU2252,899.490311465514,NIC174
JU3278,JU2256,899.490311465514,NIC174
JU3278,JU2562,899.490311465514,NIC174
JU3278,JU2563,899.490311465514,NIC174
JU3278,JU2567,899.490311465514,NIC174
JU3278,JU2626,899.490311465514,NIC174
JU3278,JU2779,899.490311465514,NIC174
JU3279,JU1562,898.957906517039,NIC174
JU3279,JU1767,898.957906517039,NIC174
JU3278,JU1562,898.952933178083,NIC174
JU3278,JU1767,898.952933178083,NIC174
NIC509,JU350,898.654043282304,NIC174
NIC510,JU350,898.654043282304,NIC174
NIC509,JU351,898.654043282304,NIC174
NIC510,JU351,898.654043282304,NIC174
NIC509,JU352,898.654043282304,NIC174
NIC510,JU352,898.654043282304,NIC174
NIC509,JU353,898.654043282304,NIC174
NIC510,JU353,898.654043282304,NIC174
NIC509,JU354,898.654043282304,NIC174
NIC510,JU354,898.654043282304,NIC174
NIC509,JU355,898.654043282304,NIC174
NIC510,JU355,898.654043282304,NIC174
NIC509,JU357,898.654043282304,NIC174
NIC510,JU357,898.654043282304,NIC174
NIC509,JU358,898.654043282304,NIC174
NIC510,JU358,898.654043282304,NIC174
NIC509,JU348,898.654043282304,NIC174
NIC510,JU348,898.654043282304,NIC174
NIC509,JU349,898.654043282304,NIC174
NIC510,JU349,898.654043282304,NIC174
NIC507,JU350,898.644502579287,NIC174
NIC507,JU351,898.644502579287,NIC174
NIC507,JU352,898.644502579287,NIC174
NIC507,JU353,898.644502579287,NIC174
NIC507,JU354,898.644502579287,NIC174
NIC507,JU355,898.644502579287,NIC174
NIC507,JU357,898.644502579287,NIC174
NIC507,JU358,898.644502579287,NIC174
NIC507,JU348,898.644502579287,NIC174
NIC507,JU349,898.644502579287,NIC174
NIC507,NIC169,898.335111524434,NIC174
NIC509,NIC169,898.301814150816,NIC174
NIC510,NIC169,898.301814150816,NIC174
JU3276,JU1987,898.080863380278,NIC174
JU3276,JU1992,898.080863380278,NIC174
JU3276,JU1993,898.080863380278,NIC174
JU3276,JU1994,898.080863380278,NIC174
JU3276,JU1995,898.080863380278,NIC174
JU3276,JU1996,898.080863380278,NIC174
JU3276,JU1997,898.080863380278,NIC174
JU3276,JU1998,898.080863380278,NIC174
JU3276,JU1999,898.080863380278,NIC174
JU3276,JU2004,898.080863380278,NIC174
JU3276,JU2032,898.080863380278,NIC174
JU3276,JU2101,898.080863380278,NIC174
JU3276,JU2103,898.080863380278,NIC174
JU3276,JU1529,898.080863380278,NIC174
JU3276,JU1533,898.080863380278,NIC174
JU3276,JU1542,898.080863380278,NIC174
JU3276,JU1551,898.080863380278,NIC174
JU3276,JU1556,898.080863380278,NIC174
JU3276,JU1560,898.080863380278,NIC174
JU3276,JU1561,898.080863380278,NIC174
JU3276,JU2164,898.080863380278,NIC174
JU3276,JU2206,898.080863380278,NIC174
JU3276,JU2208,898.080863380278,NIC174
JU3276,JU2217,898.080863380278,NIC174
JU3276,JU2218,898.080863380278,NIC174
JU3276,JU2219,898.080863380278,NIC174
JU3276,JU2220,898.080863380278,NIC174
JU3276,JU2223,898.080863380278,NIC174
JU3276,JU2225,898.080863380278,NIC174
JU3276,JU2226,898.080863380278,NIC174
JU3276,JU2227,898.080863380278,NIC174
JU3276,JU2228,898.080863380278,NIC174
JU3276,JU2233,898.080863380278,NIC174
JU3276,JU2247,898.080863380278,NIC174
JU3276,JU2248,898.080863380278,NIC174
JU3276,JU2252,898.080863380278,NIC174
JU3276,JU2256,898.080863380278,NIC174
JU3276,JU2562,898.080863380278,NIC174
JU3276,JU2563,898.080863380278,NIC174
JU3276,JU2567,898.080863380278,NIC174
JU3276,JU2626,898.080863380278,NIC174
JU3276,JU2779,898.080863380278,NIC174
JU3276,JU1562,897.543938931216,NIC174
JU3276,JU1767,897.543938931216,NIC174
JU2905,JU516,896.62572508873,NIC174
NIC507,NIC170,896.284045853799,NIC174
NIC509,NIC170,896.250948059533,NIC174
NIC510,NIC170,896.250948059533,NIC174
JU794,JU2905,895.646275342814,NIC174
JU795,JU2905,895.646275342814,NIC174
JU796,JU2905,895.646275342814,NIC174
JU797,JU2905,895.646275342814,NIC174
NIC507,NIC182,895.47466409936,NIC174
NIC509,NIC182,895.440639006761,NIC174
NIC510,NIC182,895.440639006761,NIC174
JU3276,NIC2097,892.934860960456,NIC174
JU3276,NIC2098,892.934860960456,NIC174
