species	species_id_method	strain	isotype	previous_names	source_lab	latitude	longitude	landscape	locality_description	substrate	substrate_comments	ambient_temp	ambient_humidity	associated_organism	sampled_by	isolated_by	set	issues	issue_notes	isotype_ref_strain	wgs_seq
Caenorhabditis briggsae	ITS2	ECA2455	ECA2385	S-12327	ECA	19.120247	-155.82069	Forest	Hawaii, Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Fruit	26.6	57.9	NA	G. Zhang	C. Dilks	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2457	ECA2385	S-12328	ECA	19.120247	-155.82069	Forest	Hawaii, Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Fruit	26.6	57.9	NA	G. Zhang	C. Dilks	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2462	ECA1701	S-12438	ECA	19.110611	-155.82639	Forest	Hawaii, Big Island, Manuka Nature Trail	Rotting_flower	Flower	27.4	57.6	NA	G. Zhang	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2464	ECA1701	S-12440	ECA	19.110611	-155.82639	Forest	Hawaii, Big Island, Manuka Nature Trail	Rotting_flower	Flower	27.4	57.6	NA	G. Zhang	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2470	ECA1701	S-12464	ECA	19.110611	-155.82639	Forest	Hawaii, Big Island, Manuka Nature Trail	Rotting_flower	Flower	27.4	57.6	NA	G. Zhang	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2491	ECA2385	S-12646	ECA	19.12024722	-155.8206944	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Fruit	26.6	57.9	NA	G. Zhang	C. Dilks	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2493	ECA2385	S-12648	ECA	19.12024722	-155.8206944	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	Fruit	26.6	57.9	NA	G. Zhang	C. Dilks	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2499	ECA2936	S-12607	ECA	20.94867222	-156.5359111	Forest	Maui, Waihe'e Ridge Trail	Vegetal_litter/mix	NA	NA	NA	NA	D. Cook	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2501	ECA2936	S-12608	ECA	20.94867222	-156.5359111	Forest	Maui, Waihe'e Ridge Trail	Vegetal_litter/mix	NA	NA	NA	NA	D. Cook	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2503	ECA2936	S-12664	ECA	20.94867222	-156.5359111	Forest	Maui, Waihe'e Ridge Trail	Vegetal_litter/mix	NA	NA	NA	NA	D. Cook	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2505	ECA2936	S-12666	ECA	20.94867222	-156.5359111	Forest	Maui, Waihe'e Ridge Trail	Vegetal_litter/mix	NA	NA	NA	NA	D. Cook	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2507	ECA2936	S-12705	ECA	22.20333611	-159.5961389	Forest	Na Pali Coast State Wilderness Park, Kauai	Rotting_nut/pod/seed/fruit	Ginger	NA	NA	NA	D. Cook	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2511	ECA2936	S-12756	ECA	22.20333611	-159.5961389	Forest	Na Pali Coast State Wilderness Park, Kauai	Rotting_nut/pod/seed/fruit	Ginger	NA	NA	NA	D. Cook	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2513	ECA2936	S-12766	ECA	22.20333611	-159.5961389	Forest	Na Pali Coast State Wilderness Park, Kauai	Rotting_nut/pod/seed/fruit	Ginger	NA	NA	NA	D. Cook	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2515	ECA2936	S-12775	ECA	20.94867222	-156.5359111	Forest	Maui, Waihe'e Ridge Trail	Vegetal_litter/mix	NA	NA	NA	NA	D. Cook	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2613	ECA2663	S-13407	ECA	-26.6213395	152.6923809	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2614	ECA2663	S-13412	ECA	-26.6213395	152.6923809	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2616	ECA2623	S-13491	ECA	12.17453	-61.62731	Rural_garden	Grenada	Rotting_nut/pod/seed/fruit	golden apple	NA	NA	NA	R. Kaplan	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2617	ECA2617	S-13500	ECA	-26.26214444	152.8295528	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	D	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2618	ECA2618	S-13508	ECA	-26.2619772	152.8296094	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2619	ECA2621	S-13510	ECA	-26.6275648	152.8409822	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	L. Stinson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2620	ECA2621	S-13511	ECA	-26.6275648	152.8409822	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	L. Stinson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2621	ECA2621	S-13512	ECA	-26.6275648	152.8409822	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	L. Stinson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2622	ECA2621	S-13529	ECA	-26.6298145	152.8413861	Forest	NA	Rotting_nut/pod/seed/fruit	Picabeen palm nuts	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2623	ECA2623	S-13540	ECA	12.17453	-61.62731	Rural_garden	Grenada	Rotting_nut/pod/seed/fruit	golden apple	NA	NA	NA	R. Kaplan	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2624	ECA2617	S-13555	ECA	-26.26214444	152.8295528	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2625	ECA2625	S-13558	ECA	-26.6228223	152.6905986	Forest	NA	Rotting_flower	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2626	ECA2626	S-13578	ECA	-26.62221389	152.6910056	Forest	NA	Rotting_nut/pod/seed/fruit	Stinging tree fruit	NA	NA	NA	M. Rockman	L. Stinson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2627	ECA2626	S-13579	ECA	-26.62221389	152.6910056	Forest	NA	Rotting_nut/pod/seed/fruit	Stinging tree fruit	NA	NA	NA	M. Rockman	L. Stinson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2628	ECA2621	S-13590	ECA	-26.6275648	152.8409822	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	L. Stinson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2629	ECA2621	S-13598	ECA	-26.6298145	152.8413861	Forest	NA	Rotting_nut/pod/seed/fruit	Picabeen palm nuts	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2630	ECA2621	S-13599	ECA	-26.6298145	152.8413861	Forest	NA	Rotting_nut/pod/seed/fruit	Picabeen palm nuts	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2631	ECA2621	S-13605	ECA	-26.6298145	152.8413861	Forest	NA	Rotting_nut/pod/seed/fruit	Picabeen palm nuts	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2632	ECA2625	S-13614	ECA	-26.6228223	152.6905986	Forest	NA	Rotting_flower	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2633	ECA2647	S-13640	ECA	-21.16846111	148.5079194	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2634	ECA2636	S-13682	ECA	-26.3674836	152.5852451	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	L. Stinson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2635	ECA2636	S-13683	ECA	-26.3674836	152.5852451	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	L. Stinson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2636	ECA2636	S-13684	ECA	-26.3674836	152.5852451	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	L. Stinson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2637	ECA2637	S-13706	ECA	-26.3674836	152.5852451	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	L. Stinson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2638	ECA2647	S-13721	ECA	-21.16846111	148.5079194	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2639	ECA2639	S-13746	ECA	-26.26204861	152.8294249	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	R. Tanny	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2645	ECA2645	S-13870	ECA	-26.62221389	152.6910056	Forest	NA	Rotting_nut/pod/seed/fruit	Stinging tree fruit	NA	NA	NA	M. Rockman	L. Stinson	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2646	ECA2647	S-13933	ECA	-21.1683872	148.5075834	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2647	ECA2647	S-13936	ECA	-21.1683872	148.5075834	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2661	ECA2663	S-13405	ECA	-26.6213395	152.6923809	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2662	ECA2663	S-13406	ECA	-26.6213395	152.6923809	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2663	ECA2663	S-13408	ECA	-26.6213395	152.6923809	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2664	ECA2664	S-13485	ECA	12.17453	-61.62731	Rural_garden	Grenada	Rotting_nut/pod/seed/fruit	golden apple	NA	NA	NA	R. Kaplan	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2666	ECA2666	S-13550	ECA	-21.16771623	148.504728	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	D	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2667	ECA2667	S-13661	ECA	-26.36741111	152.5852889	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2668	ECA2636	S-13705	ECA	-26.3674836	152.5852451	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	L. Stinson	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2669	ECA2670	S-13737	ECA	-26.3588565	152.6355008	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2670	ECA2670	S-13738	ECA	-26.3588565	152.6355008	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	C. Buchanan	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2671	ECA2621	S-13893	ECA	-26.62972778	152.84135	Forest	NA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	M. Rockman	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	ECA276	ECA276	NA	ECA	42.496411	-88.240099	Agricultural_land	Wilmot, USA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	R. Tanny	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	NA	ECA277	ECA278	NA	ECA	42.496411	-88.240099	Agricultural_land	Wilmot, USA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	ECA278	ECA278	NA	ECA	42.496411	-88.240099	Agricultural_land	Wilmot, USA	Rotting_nut/pod/seed/fruit	NA	NA	NA	NA	E. Andersen	R. Tanny	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2807	ECA2808	NA	CFB	29.63841735	-82.36117781	Rural_garden	University of Florida campus	Vegetal_litter/mix	rotting leaves at the base of a saw-toothed succulent monocot	NA	NA	NA	C. Baer	E. Andersen	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2808	ECA2808	NA	CFB	29.642849	-82.34452	Forest	University of Florida campus	Vegetal_litter/mix	damp rotting wood/hummus	NA	NA	NA	C. Baer	E. Andersen	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2867	ECA2385	S-14243	ECA	20.039939	-155.441237799998	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	NA	22.1	84.3	NA	E. Andersen	E. Koury	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2869	ECA2385	S-14246	ECA	20.0399351000019	-155.441194	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	NA	22.4	83.3	NA	E. Andersen	E. Koury	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	ECA287	ECA287	NA	ECA	9.926663289	-84.04235373	Urban_garden	San Jose, Costa Rica	Rotting_nut/pod/seed/fruit	Collected by Joshua Roberts	NA	NA	NA	E. Andersen	R. Tanny	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2875	ECA1559	S-14439	ECA	21.4012162	-157.896222900233	Forest	Oahu, Aiea Loop Trail	Vegetal_litter/mix	Guava Grove, dried guava	22.4	82.2	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2876	ECA1559	S-14440	ECA	21.4012162	-157.896222900233	Forest	Oahu, Aiea Loop Trail	Vegetal_litter/mix	Guava Grove, dried guava	22.4	82.2	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2877	ECA1559	S-14486	ECA	21.4012162	-157.896222900233	Forest	Oahu, Aiea Loop Trail	Vegetal_litter/mix	Guava Grove, dried guava	22.4	82.2	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2878	ECA1559	S-14517	ECA	21.4012162	-157.896222900233	Forest	Oahu, Aiea Loop Trail	Vegetal_litter/mix	Guava Grove, dried guava	22.4	82.2	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2879	ECA1559	S-14532	ECA	21.4012162	-157.896222900233	Forest	Oahu, Aiea Loop Trail	Vegetal_litter/mix	Guava Grove, dried guava	22.4	82.2	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	NA	ECA288	ECA288	NA	ECA	9.926663289	-84.04235373	Urban_garden	San Jose, Costa Rica	Rotting_nut/pod/seed/fruit	Collected by Joshua Roberts	NA	NA	NA	E. Andersen	R. Tanny	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2883	ECA2883	S-14561	ECA	21.3570225	-157.764294100002	Forest	Oahu	Rotting_flower	NA	27.2	75.5	NA	E. Andersen	E. Koury	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2890	ECA2890	S-14613	ECA	21.355772099999	-157.765345699999	Forest	Oahu	Rotting_nut/pod/seed/fruit	Isopods under and inside	27.9	74.6	NA	E. Andersen	E. Koury	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2892	ECA2936	S-14618	ECA	21.3570225	-157.764294100002	Forest	Oahu	Rotting_flower	NA	27.2	75.5	NA	E. Andersen	E. Koury	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2893	ECA2936	S-14620	ECA	21.3570225	-157.764294100002	Forest	Oahu	Rotting_flower	NA	27.2	75.5	NA	E. Andersen	E. Koury	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2894	ECA2894	S-14629	ECA	21.3570225	-157.764294100002	Forest	Oahu	Rotting_flower	NA	27.2	75.5	NA	E. Andersen	E. Koury	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA2907	ECA1701	S-14747	ECA	19.1105863825225	-155.826383699997	Forest	Big Island, Manuka Nature Trail	Rotting_flower	NA	22.4	82.8	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2912	ECA2385	S-14199	ECA	20.0399351000019	-155.441194	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	NA	22.4	83.3	NA	E. Andersen	E. Koury	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2936	ECA2936	S-14054	ECA	22.0644490999379	-159.348913899999	Forest	Kauai	Rotting_nut/pod/seed/fruit	NA	21.6	91.2	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2937	ECA2936	S-14055	ECA	22.0644490999379	-159.348913899999	Forest	Kauai	Rotting_nut/pod/seed/fruit	NA	21.6	91.2	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA2975	ECA2975	S-14190	ECA	22.0638967	-159.3522759	Forest	Kauai	Rotting_nut/pod/seed/fruit	NA	22.3	80.5	NA	E. Andersen	R. Tanny	NA	FALSE	NA	TRUE	TRUE
Caenorhabditis briggsae	ITS2	ECA3010	ECA1701	S-14801	ECA	19.1106132	-155.826413398693	Forest	Big Island, Manuka Nature Trail	Rotting_flower	NA	21.6	81	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3014	ECA2385	S-14815	ECA	19.1203476999988	-155.820450699999	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	23.7	74.7	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3015	ECA1701	S-14818	ECA	19.1106132	-155.826413398693	Forest	Big Island, Manuka Nature Trail	Rotting_flower	NA	21.6	81	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3017	ECA1701	S-14820	ECA	19.1106132	-155.826413398693	Forest	Big Island, Manuka Nature Trail	Rotting_flower	NA	21.6	81	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3018	ECA2385	S-14862	ECA	19.1143089000027	-155.820849699999	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	21.6	84.4	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3019	ECA2385	S-14863	ECA	19.1143089000027	-155.820849699999	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	21.6	84.4	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3020	ECA2385	S-14868	ECA	19.1203476999988	-155.820450699999	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	23.7	74.7	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3022	ECA2385	S-14871	ECA	19.1203476999988	-155.820450699999	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	23.7	74.7	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3023	ECA2385	S-14872	ECA	19.1203476999988	-155.820450699999	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	23.7	74.7	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3026	ECA2385	S-14885	ECA	19.1206710999976	-155.81993	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	23.7	72.3	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3028	ECA2385	S-14888	ECA	19.1206710999976	-155.81993	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	23.7	72.3	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3029	ECA1174	S-14902	ECA	20.040273	-155.442159299999	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	NA	18.9	83.9	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3031	ECA1174	S-14904	ECA	20.040273	-155.442159299999	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	NA	18.9	83.9	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3056	ECA1174	S-14965	ECA	20.040273	-155.442159299999	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	NA	18.9	83.9	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3059	ECA1174	S-14970	ECA	20.0403662000025	-155.442065099999	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	NA	18.9	86.2	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3061	ECA1174	S-14972	ECA	20.0403662000025	-155.442065099999	Forest	Big Island, Kalopa State Recreation Area	Rotting_nut/pod/seed/fruit	NA	18.9	86.2	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3064	ECA2385	S-14977	ECA	19.1201404	-155.8210936	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	23.1	78	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3065	ECA2385	S-14978	ECA	19.1201404	-155.8210936	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	23.1	78	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3066	ECA2385	S-14979	ECA	19.1201404	-155.8210936	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	23.1	78	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3071	ECA2385	S-14992	ECA	19.1201404	-155.8210936	Forest	Big Island, Manuka Nature Trail	Rotting_nut/pod/seed/fruit	NA	23.1	78	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3083	ECA1559	S-14778	ECA	21.4039148999974	-157.8861868	Forest	Oahu, Aiea Loop Trail	Rotting_nut/pod/seed/fruit	NA	24.4	81	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3084	ECA1559	S-14782	ECA	21.4039148999974	-157.8861868	Forest	Oahu, Aiea Loop Trail	Rotting_nut/pod/seed/fruit	NA	24.4	81	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3085	ECA1559	S-14783	ECA	21.3939005	-157.900136599998	Forest	Oahu, Aiea Loop Trail	Rotting_nut/pod/seed/fruit	NA	24.4	83.9	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3086	ECA1559	S-14784	ECA	21.3939005	-157.900136599998	Forest	Oahu, Aiea Loop Trail	Rotting_nut/pod/seed/fruit	NA	24.4	83.9	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3090	ECA1559	S-14794	ECA	21.3939005	-157.900136599998	Forest	Oahu, Aiea Loop Trail	Rotting_nut/pod/seed/fruit	NA	24.4	83.9	NA	E. Andersen	R. Tanny	NA	FALSE	NA	FALSE	TRUE
Caenorhabditis briggsae	ITS2	ECA3091	ECA3091	S-14811	ECA	21.3291450999972	-157.821195300002	Forest	Oahu	Rotting_nut/pod/seed/fruit	NA	23.7	82.9	NA	E. Andersen	R. Tanny	NA	FALSE	NA	TRUE	TRUE
