Sample A	Sample B	Comparison	Comparison_within	Haplotypes	Mean Ks
NIC1052	NIC2152	between_species	All	NA	0.199290892383831
NIC1052	VX151	between_species	All	NA	0.199561438401689
NIC1052	VX153	between_species	All	NA	0.19944576149521
NIC1052	YR106	between_species	All	NA	0.199720289163501
NIC1052	ZF1220	between_species	All	NA	0.199286231808747
NIC1529	NIC2143	between_species	All	NA	0.199669363535589
NIC1529	NIC2150	between_species	All	NA	0.199927378546174
NIC1529	NIC2152	between_species	All	NA	0.199203619086551
NIC1529	VX151	between_species	All	NA	0.19945741967727
NIC1529	VX153	between_species	All	NA	0.199406222656652
NIC1529	YR106	between_species	All	NA	0.199539704356757
NIC1529	ZF1220	between_species	All	NA	0.199070105949693
NIC2143	NIC248	between_species	All	NA	0.200142910602159
NIC2143	PE887	between_species	All	NA	0.199928755999498
NIC2143	QG1005	between_species	All	NA	0.199715533149011
NIC2143	QG2641	between_species	All	NA	0.199863875714095
NIC2143	QG2665	between_species	All	NA	0.199824545156075
NIC2143	QG2902	between_species	All	NA	0.200086254355447
NIC2143	QG2964	between_species	All	NA	0.199936082303555
NIC2143	QG4232	between_species	All	NA	0.19963162253993
NIC2143	QG786	between_species	All	NA	0.199909006185068
NIC2143	QG791	between_species	All	NA	0.199684338012909
NIC2143	QX1410	between_species	All	NA	0.201228110340862
NIC2143	QX1796	between_species	All	NA	0.199746257752143
NIC2150	NIC248	between_species	All	NA	0.200338540174921
NIC2150	PE887	between_species	All	NA	0.20032736456807
NIC2150	QG1005	between_species	All	NA	0.199960530842013
NIC2150	QG2641	between_species	All	NA	0.200180580136543
NIC2150	QG2665	between_species	All	NA	0.199956558591255
NIC2150	QG2902	between_species	All	NA	0.200334418211059
NIC2150	QG2964	between_species	All	NA	0.200268316526366
NIC2150	QG4232	between_species	All	NA	0.199715205677816
NIC2150	QG786	between_species	All	NA	0.200192258443283
NIC2150	QG791	between_species	All	NA	0.200053511902788
NIC2150	QX1410	between_species	All	NA	0.201505934741245
NIC2150	QX1796	between_species	All	NA	0.20005528168478
NIC2152	NIC248	between_species	All	NA	0.199551953878474
NIC2152	PE887	between_species	All	NA	0.199443292362027
NIC2152	QG1005	between_species	All	NA	0.199303309253693
NIC2152	QG2641	between_species	All	NA	0.199340841034264
NIC2152	QG2665	between_species	All	NA	0.199382340652914
NIC2152	QG2902	between_species	All	NA	0.199461575664086
NIC2152	QG2964	between_species	All	NA	0.199485426276013
NIC2152	QG4232	between_species	All	NA	0.19932421888506
NIC2152	QG786	between_species	All	NA	0.199539946180642
NIC2152	QG791	between_species	All	NA	0.199313812888006
NIC2152	QX1410	between_species	All	NA	0.200763574671344
NIC2152	QX1796	between_species	All	NA	0.199271600049784
NIC248	VX151	between_species	All	NA	0.19994004405816
NIC248	VX153	between_species	All	NA	0.199898898185365
NIC248	YR106	between_species	All	NA	0.200057302698178
NIC248	ZF1220	between_species	All	NA	0.199575873396483
PE887	VX151	between_species	All	NA	0.199816900348392
PE887	VX153	between_species	All	NA	0.199715768088134
PE887	YR106	between_species	All	NA	0.199908556064396
PE887	ZF1220	between_species	All	NA	0.199436468138096
QG1005	VX151	between_species	All	NA	0.199403537099748
QG1005	VX153	between_species	All	NA	0.199465349587668
QG1005	YR106	between_species	All	NA	0.199636027360712
QG1005	ZF1220	between_species	All	NA	0.199275179249119
QG2641	VX151	between_species	All	NA	0.199785927657979
QG2641	VX153	between_species	All	NA	0.19981795164654
QG2641	YR106	between_species	All	NA	0.199687710979947
QG2641	ZF1220	between_species	All	NA	0.199384690715413
QG2665	VX151	between_species	All	NA	0.199562461756886
QG2665	VX153	between_species	All	NA	0.199631960588023
QG2665	YR106	between_species	All	NA	0.199666010717762
QG2665	ZF1220	between_species	All	NA	0.199363089399283
QG2902	VX151	between_species	All	NA	0.199852547414026
QG2902	VX153	between_species	All	NA	0.199822670671268
QG2902	YR106	between_species	All	NA	0.199885764872036
QG2902	ZF1220	between_species	All	NA	0.199583952916872
QG2964	VX151	between_species	All	NA	0.199749516157543
QG2964	VX153	between_species	All	NA	0.199781504592341
QG2964	YR106	between_species	All	NA	0.19985155118294
QG2964	ZF1220	between_species	All	NA	0.199475816889662
QG4232	VX151	between_species	All	NA	0.198760617954361
QG4232	VX153	between_species	All	NA	0.198866195078724
QG4232	YR106	between_species	All	NA	0.199108987573418
QG4232	ZF1220	between_species	All	NA	0.198838695480072
QG786	VX151	between_species	All	NA	0.19969755975786
QG786	VX153	between_species	All	NA	0.199732946321212
QG786	YR106	between_species	All	NA	0.199708030238488
QG786	ZF1220	between_species	All	NA	0.199553173245513
QG791	VX151	between_species	All	NA	0.19967332964611
QG791	VX153	between_species	All	NA	0.199607538850024
QG791	YR106	between_species	All	NA	0.199637323396036
QG791	ZF1220	between_species	All	NA	0.199241281519214
QX1410	VX151	between_species	All	NA	0.2008981504752
QX1410	VX153	between_species	All	NA	0.200981543208712
QX1410	YR106	between_species	All	NA	0.201262689195185
QX1410	ZF1220	between_species	All	NA	0.20071365135058
QX1796	VX151	between_species	All	NA	0.199643994303511
QX1796	VX153	between_species	All	NA	0.199566622324051
QX1796	YR106	between_species	All	NA	0.199771012131713
QX1796	ZF1220	between_species	All	NA	0.19934500222879
