set	tag	quartet	submodel	BIC	TW1	TW2	TW3	Number of alignments	Percent missing data	Supermatrix length	T1	T2	T3	Tree1	Tree2	Tree3
mast_all	QG4232	quartet_12	submodel1	17762377.0731	0.8785	0.0485	0.0729	5701	3.1	2315774	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),NIC2152)	(PX506,(QX1410,NIC2152),QG4232)	(PX506,(QG4232,NIC2152),QX1410)
mast_all	QG4232	quartet_12	submodel6	17771407.6173	0.9731	0.0052	0.0217	5701	3.1	2315774	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),NIC2152)	(PX506,(QX1410,NIC2152),QG4232)	(PX506,(QG4232,NIC2152),QX1410)
mast_all	QG4232	quartet_13	submodel1	17941097.9121	0.8802	0.05	0.0698	5746	3.1	2336268	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),VX151)	(PX506,(QX1410,VX151),QG4232)	(PX506,(QG4232,VX151),QX1410)
mast_all	QG4232	quartet_13	submodel6	17950747.2115	0.9513	0.0177	0.031	5746	3.1	2336268	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),VX151)	(PX506,(QX1410,VX151),QG4232)	(PX506,(QG4232,VX151),QX1410)
mast_all	QG4232	quartet_14	submodel1	17815839.247	0.8784	0.0449	0.0767	5691	3.1	2318372	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),VX153)	(PX506,(QX1410,VX153),QG4232)	(PX506,(QG4232,VX153),QX1410)
mast_all	QG4232	quartet_14	submodel6	17825196.7974	0.954	0.0257	0.0203	5691	3.1	2318372	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),VX153)	(PX506,(QX1410,VX153),QG4232)	(PX506,(QG4232,VX153),QX1410)
mast_all	QG4232	quartet_15	submodel1	18388169.5509	0.875	0.052	0.073	5875	3.1	2395224	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),YR106)	(PX506,(QX1410,YR106),QG4232)	(PX506,(QG4232,YR106),QX1410)
mast_all	QG4232	quartet_15	submodel6	18397581.1519	0.9543	0.0253	0.0203	5875	3.1	2395224	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),YR106)	(PX506,(QX1410,YR106),QG4232)	(PX506,(QG4232,YR106),QX1410)
mast_all	QG4232	quartet_16	submodel1	18214474.8227	0.8762	0.0486	0.0752	5807	3.2	2372952	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),ZF1220)	(PX506,(QX1410,ZF1220),QG4232)	(PX506,(QG4232,ZF1220),QX1410)
mast_all	QG4232	quartet_16	submodel6	18223557.2756	0.9727	0.0053	0.022	5807	3.2	2372952	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),ZF1220)	(PX506,(QX1410,ZF1220),QG4232)	(PX506,(QG4232,ZF1220),QX1410)
mast_hdr	JU3200	quartet_01	submodel1	1295973.4237	0.9433	0.047	0.0097	366	3.5	163784	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),ECA2852)	(PX506,(QX1410,ECA2852),JU3200)	(PX506,(JU3200,ECA2852),QX1410)
mast_hdr	JU3200	quartet_01	submodel6	1296201.5752	0.9577	0.0158	0.0265	366	3.5	163784	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),ECA2852)	(PX506,(QX1410,ECA2852),JU3200)	(PX506,(JU3200,ECA2852),QX1410)
mast_hdr	JU3200	quartet_02	submodel1	1280719.9152	0.9435	0.0485	0.0081	359	3.3	161426	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),ECA2857)	(PX506,(QX1410,ECA2857),JU3200)	(PX506,(JU3200,ECA2857),QX1410)
mast_hdr	JU3200	quartet_02	submodel6	1280817.1629	0.9877	0.0064	0.0059	359	3.3	161426	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),ECA2857)	(PX506,(QX1410,ECA2857),JU3200)	(PX506,(JU3200,ECA2857),QX1410)
mast_hdr	JU3200	quartet_03	submodel1	1319290.6531	0.9078	0.0437	0.0485	368	3.6	166128	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),EG5268)	(PX506,(QX1410,EG5268),JU3200)	(PX506,(JU3200,EG5268),QX1410)
mast_hdr	JU3200	quartet_03	submodel6	1319228.6401	0.9892	0.0042	0.0066	368	3.6	166128	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),EG5268)	(PX506,(QX1410,EG5268),JU3200)	(PX506,(JU3200,EG5268),QX1410)
mast_hdr	JU3200	quartet_04	submodel1	1285135.3116	0.9385	0.0515	0.01	365	3.6	162294	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU1418)	(PX506,(QX1410,JU1418),JU3200)	(PX506,(JU3200,JU1418),QX1410)
mast_hdr	JU3200	quartet_04	submodel6	1285327.1425	0.9901	0.0059	0.004	365	3.6	162294	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU1418)	(PX506,(QX1410,JU1418),JU3200)	(PX506,(JU3200,JU1418),QX1410)
mast_hdr	JU3200	quartet_05	submodel1	1294413.5459	0.9107	0.0422	0.0471	363	3.5	163381	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU1419)	(PX506,(QX1410,JU1419),JU3200)	(PX506,(JU3200,JU1419),QX1410)
mast_hdr	JU3200	quartet_05	submodel6	1294445.4384	0.9906	0.0037	0.0057	363	3.5	163381	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU1419)	(PX506,(QX1410,JU1419),JU3200)	(PX506,(JU3200,JU1419),QX1410)
mast_hdr	JU3200	quartet_06	submodel1	1294082.4839	0.9124	0.0413	0.0463	363	3.5	163768	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU1420)	(PX506,(QX1410,JU1420),JU3200)	(PX506,(JU3200,JU1420),QX1410)
mast_hdr	JU3200	quartet_06	submodel6	1294154.1486	0.9743	0.0192	0.0066	363	3.5	163768	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU1420)	(PX506,(QX1410,JU1420),JU3200)	(PX506,(JU3200,JU1420),QX1410)
mast_hdr	JU3200	quartet_07	submodel1	1301173.5583	0.9095	0.0452	0.0453	364	3.5	164397	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU1422)	(PX506,(QX1410,JU1422),JU3200)	(PX506,(JU3200,JU1422),QX1410)
mast_hdr	JU3200	quartet_07	submodel6	1301237.0711	0.9889	0.0037	0.0074	364	3.5	164397	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU1422)	(PX506,(QX1410,JU1422),JU3200)	(PX506,(JU3200,JU1422),QX1410)
mast_hdr	JU3200	quartet_08	submodel1	1266515.4078	0.9043	0.0441	0.0516	360	3.5	160313	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU2484)	(PX506,(QX1410,JU2484),JU3200)	(PX506,(JU3200,JU2484),QX1410)
mast_hdr	JU3200	quartet_08	submodel6	1266674.2912	0.9738	0.005	0.0213	360	3.5	160313	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU2484)	(PX506,(QX1410,JU2484),JU3200)	(PX506,(JU3200,JU2484),QX1410)
mast_hdr	JU3200	quartet_09	submodel1	1299546.7875	0.9345	0.0568	0.0087	367	3.7	164810	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU2617)	(PX506,(QX1410,JU2617),JU3200)	(PX506,(JU3200,JU2617),QX1410)
mast_hdr	JU3200	quartet_09	submodel6	1299737.8817	0.9883	0.005	0.0067	367	3.7	164810	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),JU2617)	(PX506,(QX1410,JU2617),JU3200)	(PX506,(JU3200,JU2617),QX1410)
mast_hdr	JU3200	quartet_10	submodel1	1262754.168	0.9133	0.044	0.0427	358	3.4	159986	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),NIC2143)	(PX506,(QX1410,NIC2143),JU3200)	(PX506,(JU3200,NIC2143),QX1410)
mast_hdr	JU3200	quartet_10	submodel6	1262798.6147	0.9909	0.0034	0.0057	358	3.4	159986	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),NIC2143)	(PX506,(QX1410,NIC2143),JU3200)	(PX506,(JU3200,NIC2143),QX1410)
mast_hdr	JU3200	quartet_11	submodel1	1269654.6483	0.9162	0.0702	0.0136	356	3.8	160606	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),NIC2150)	(PX506,(QX1410,NIC2150),JU3200)	(PX506,(JU3200,NIC2150),QX1410)
mast_hdr	JU3200	quartet_11	submodel6	1269910.8639	0.9895	0.0036	0.0069	356	3.8	160606	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),NIC2150)	(PX506,(QX1410,NIC2150),JU3200)	(PX506,(JU3200,NIC2150),QX1410)
mast_hdr	JU3200	quartet_12	submodel1	1296424.0495	0.9042	0.0479	0.048	360	3.4	163777	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),NIC2152)	(PX506,(QX1410,NIC2152),JU3200)	(PX506,(JU3200,NIC2152),QX1410)
mast_hdr	JU3200	quartet_12	submodel6	1296565.5457	0.9903	0.0037	0.0061	360	3.4	163777	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),NIC2152)	(PX506,(QX1410,NIC2152),JU3200)	(PX506,(JU3200,NIC2152),QX1410)
mast_hdr	JU3200	quartet_13	submodel1	1311832.6488	0.8966	0.0533	0.0502	369	3.5	165731	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),VX151)	(PX506,(QX1410,VX151),JU3200)	(PX506,(JU3200,VX151),QX1410)
mast_hdr	JU3200	quartet_13	submodel6	1312004.5213	0.9558	0.0173	0.0269	369	3.5	165731	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),VX151)	(PX506,(QX1410,VX151),JU3200)	(PX506,(JU3200,VX151),QX1410)
mast_hdr	JU3200	quartet_14	submodel1	1298612.1046	0.9076	0.0523	0.0401	364	3.6	164432	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),VX153)	(PX506,(QX1410,VX153),JU3200)	(PX506,(JU3200,VX153),QX1410)
mast_hdr	JU3200	quartet_14	submodel6	1298681.5321	0.9927	0.0038	0.0035	364	3.6	164432	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),VX153)	(PX506,(QX1410,VX153),JU3200)	(PX506,(JU3200,VX153),QX1410)
mast_hdr	JU3200	quartet_15	submodel1	1303502.7562	0.8994	0.0405	0.0602	366	3.4	164266	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),YR106)	(PX506,(QX1410,YR106),JU3200)	(PX506,(JU3200,YR106),QX1410)
mast_hdr	JU3200	quartet_15	submodel6	1303447.2332	0.9774	0.0035	0.0191	366	3.4	164266	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),YR106)	(PX506,(QX1410,YR106),JU3200)	(PX506,(JU3200,YR106),QX1410)
mast_hdr	JU3200	quartet_16	submodel1	1265268.8164	0.9098	0.0462	0.0441	354	3.5	159498	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),ZF1220)	(PX506,(QX1410,ZF1220),JU3200)	(PX506,(JU3200,ZF1220),QX1410)
mast_hdr	JU3200	quartet_16	submodel6	1265211.2433	0.9875	0.0053	0.0072	354	3.5	159498	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3200),ZF1220)	(PX506,(QX1410,ZF1220),JU3200)	(PX506,(JU3200,ZF1220),QX1410)
mast_hdr	JU3237	quartet_01	submodel1	1116333.5852	0.869	0.0546	0.0764	321	3.5	137109	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),ECA2852)	(PX506,(QX1410,ECA2852),JU3237)	(PX506,(JU3237,ECA2852),QX1410)
mast_hdr	JU3237	quartet_01	submodel6	1116624.7817	0.9721	0.0059	0.0219	321	3.5	137109	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),ECA2852)	(PX506,(QX1410,ECA2852),JU3237)	(PX506,(JU3237,ECA2852),QX1410)
mast_hdr	JU3237	quartet_02	submodel1	1181876.246	0.8825	0.0541	0.0634	333	3.7	144958	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),ECA2857)	(PX506,(QX1410,ECA2857),JU3237)	(PX506,(JU3237,ECA2857),QX1410)
mast_hdr	JU3237	quartet_02	submodel6	1182109.1554	0.9522	0.0226	0.0252	333	3.7	144958	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),ECA2857)	(PX506,(QX1410,ECA2857),JU3237)	(PX506,(JU3237,ECA2857),QX1410)
mast_hdr	JU3237	quartet_03	submodel1	1199375.1325	0.8688	0.0663	0.0649	336	3.7	147377	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),EG5268)	(PX506,(QX1410,EG5268),JU3237)	(PX506,(JU3237,EG5268),QX1410)
mast_hdr	JU3237	quartet_03	submodel6	1199607.0599	0.9532	0.0239	0.0228	336	3.7	147377	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),EG5268)	(PX506,(QX1410,EG5268),JU3237)	(PX506,(JU3237,EG5268),QX1410)
mast_hdr	JU3237	quartet_04	submodel1	1151730.7295	0.8922	0.0478	0.06	333	3.6	142258	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU1418)	(PX506,(QX1410,JU1418),JU3237)	(PX506,(JU3237,JU1418),QX1410)
mast_hdr	JU3237	quartet_04	submodel6	1151890.6503	0.957	0.0222	0.0208	333	3.6	142258	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU1418)	(PX506,(QX1410,JU1418),JU3237)	(PX506,(JU3237,JU1418),QX1410)
mast_hdr	JU3237	quartet_05	submodel1	1153388.7061	0.892	0.0491	0.0589	333	3.5	142352	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU1419)	(PX506,(QX1410,JU1419),JU3237)	(PX506,(JU3237,JU1419),QX1410)
mast_hdr	JU3237	quartet_05	submodel6	1153603.9428	0.9536	0.0232	0.0232	333	3.5	142352	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU1419)	(PX506,(QX1410,JU1419),JU3237)	(PX506,(JU3237,JU1419),QX1410)
mast_hdr	JU3237	quartet_06	submodel1	1194233.9766	0.892	0.0518	0.0562	342	3.7	147294	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU1420)	(PX506,(QX1410,JU1420),JU3237)	(PX506,(JU3237,JU1420),QX1410)
mast_hdr	JU3237	quartet_06	submodel6	1194441.0048	0.9539	0.0224	0.0237	342	3.7	147294	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU1420)	(PX506,(QX1410,JU1420),JU3237)	(PX506,(JU3237,JU1420),QX1410)
mast_hdr	JU3237	quartet_07	submodel1	1165124.0211	0.8889	0.0535	0.0576	335	3.6	143915	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU1422)	(PX506,(QX1410,JU1422),JU3237)	(PX506,(JU3237,JU1422),QX1410)
mast_hdr	JU3237	quartet_07	submodel6	1165283.679	0.4823	0.0036	0.514	335	3.6	143915	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU1422)	(PX506,(QX1410,JU1422),JU3237)	(PX506,(JU3237,JU1422),QX1410)
mast_hdr	JU3237	quartet_08	submodel1	1190392.7261	0.8755	0.0533	0.0711	338	3.4	146200	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU2484)	(PX506,(QX1410,JU2484),JU3237)	(PX506,(JU3237,JU2484),QX1410)
mast_hdr	JU3237	quartet_08	submodel6	1190604.8519	0.9528	0.0257	0.0215	338	3.4	146200	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU2484)	(PX506,(QX1410,JU2484),JU3237)	(PX506,(JU3237,JU2484),QX1410)
mast_hdr	JU3237	quartet_09	submodel1	1213342.3771	0.8974	0.0545	0.0481	334	3.7	149325	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU2617)	(PX506,(QX1410,JU2617),JU3237)	(PX506,(JU3237,JU2617),QX1410)
mast_hdr	JU3237	quartet_09	submodel6	1213634.0072	0.9519	0.0237	0.0244	334	3.7	149325	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),JU2617)	(PX506,(QX1410,JU2617),JU3237)	(PX506,(JU3237,JU2617),QX1410)
mast_hdr	JU3237	quartet_10	submodel1	1192205.7662	0.9012	0.0305	0.0683	336	3.5	147410	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),NIC2143)	(PX506,(QX1410,NIC2143),JU3237)	(PX506,(JU3237,NIC2143),QX1410)
mast_hdr	JU3237	quartet_10	submodel6	1192324.2608	0.9557	0.0207	0.0236	336	3.5	147410	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),NIC2143)	(PX506,(QX1410,NIC2143),JU3237)	(PX506,(JU3237,NIC2143),QX1410)
mast_hdr	JU3237	quartet_11	submodel1	1151154.0253	0.8877	0.0484	0.0638	328	3.6	142463	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),NIC2150)	(PX506,(QX1410,NIC2150),JU3237)	(PX506,(JU3237,NIC2150),QX1410)
mast_hdr	JU3237	quartet_11	submodel6	1151355.6418	0.9715	0.0041	0.0244	328	3.6	142463	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),NIC2150)	(PX506,(QX1410,NIC2150),JU3237)	(PX506,(JU3237,NIC2150),QX1410)
mast_hdr	JU3237	quartet_12	submodel1	1163933.0785	0.8934	0.0538	0.0529	326	3.5	143127	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),NIC2152)	(PX506,(QX1410,NIC2152),JU3237)	(PX506,(JU3237,NIC2152),QX1410)
mast_hdr	JU3237	quartet_12	submodel6	1164199.9925	0.9541	0.0229	0.023	326	3.5	143127	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),NIC2152)	(PX506,(QX1410,NIC2152),JU3237)	(PX506,(JU3237,NIC2152),QX1410)
mast_hdr	JU3237	quartet_13	submodel1	1206974.2653	0.8897	0.0552	0.0552	344	3.5	148732	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),VX151)	(PX506,(QX1410,VX151),JU3237)	(PX506,(JU3237,VX151),QX1410)
mast_hdr	JU3237	quartet_13	submodel6	1207272.8364	0.476	0.0073	0.5167	344	3.5	148732	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),VX151)	(PX506,(QX1410,VX151),JU3237)	(PX506,(JU3237,VX151),QX1410)
mast_hdr	JU3237	quartet_14	submodel1	1199443.5265	0.862	0.0484	0.0896	343	3.7	147693	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),VX153)	(PX506,(QX1410,VX153),JU3237)	(PX506,(JU3237,VX153),QX1410)
mast_hdr	JU3237	quartet_14	submodel6	1199717.7639	0.51	0.4807	0.0092	343	3.7	147693	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),VX153)	(PX506,(QX1410,VX153),JU3237)	(PX506,(JU3237,VX153),QX1410)
mast_hdr	JU3237	quartet_15	submodel1	1191722.1522	0.8848	0.0559	0.0593	335	3.6	147077	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),YR106)	(PX506,(QX1410,YR106),JU3237)	(PX506,(JU3237,YR106),QX1410)
mast_hdr	JU3237	quartet_15	submodel6	1191968.0781	0.9524	0.0234	0.0242	335	3.6	147077	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),YR106)	(PX506,(QX1410,YR106),JU3237)	(PX506,(JU3237,YR106),QX1410)
mast_hdr	JU3237	quartet_16	submodel1	1152786.8422	0.8871	0.0475	0.0654	328	3.4	141575	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),ZF1220)	(PX506,(QX1410,ZF1220),JU3237)	(PX506,(JU3237,ZF1220),QX1410)
mast_hdr	JU3237	quartet_16	submodel6	1152919.0614	0.9537	0.0216	0.0248	328	3.4	141575	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,JU3237),ZF1220)	(PX506,(QX1410,ZF1220),JU3237)	(PX506,(JU3237,ZF1220),QX1410)
mast_hdr	QG4232	quartet_01	submodel1	1288242.2278	0.6064	0.0415	0.352	372	4	162976	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),ECA2852)	(PX506,(QX1410,ECA2852),QG4232)	(PX506,(QG4232,ECA2852),QX1410)
mast_hdr	QG4232	quartet_01	submodel6	1288259.6793	0.9553	0.0233	0.0213	372	4	162976	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),ECA2852)	(PX506,(QX1410,ECA2852),QG4232)	(PX506,(QG4232,ECA2852),QX1410)
mast_hdr	QG4232	quartet_02	submodel1	1330201.9021	0.8439	0.0375	0.1186	382	3.9	167012	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),ECA2857)	(PX506,(QX1410,ECA2857),QG4232)	(PX506,(QG4232,ECA2857),QX1410)
mast_hdr	QG4232	quartet_02	submodel6	1330135.0562	0.9751	0.0035	0.0214	382	3.9	167012	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),ECA2857)	(PX506,(QX1410,ECA2857),QG4232)	(PX506,(QG4232,ECA2857),QX1410)
mast_hdr	QG4232	quartet_03	submodel1	1340100.6553	0.8761	0.0383	0.0855	387	3.8	168614	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),EG5268)	(PX506,(QX1410,EG5268),QG4232)	(PX506,(QG4232,EG5268),QX1410)
mast_hdr	QG4232	quartet_03	submodel6	1340041.4421	0.9748	0.0033	0.0219	387	3.8	168614	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),EG5268)	(PX506,(QX1410,EG5268),QG4232)	(PX506,(QG4232,EG5268),QX1410)
mast_hdr	QG4232	quartet_04	submodel1	1354347.6318	0.9291	0.0423	0.0286	388	4	169210	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU1418)	(PX506,(QX1410,JU1418),QG4232)	(PX506,(QG4232,JU1418),QX1410)
mast_hdr	QG4232	quartet_04	submodel6	1355155.6488	0.944	0.029	0.027	388	4	169210	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU1418)	(PX506,(QX1410,JU1418),QG4232)	(PX506,(QG4232,JU1418),QX1410)
mast_hdr	QG4232	quartet_05	submodel1	1334272.283	0.936	0.0362	0.0278	382	4	166492	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU1419)	(PX506,(QX1410,JU1419),QG4232)	(PX506,(QG4232,JU1419),QX1410)
mast_hdr	QG4232	quartet_05	submodel6	1334898.6409	0.9789	0.006	0.015	382	4	166492	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU1419)	(PX506,(QX1410,JU1419),QG4232)	(PX506,(QG4232,JU1419),QX1410)
mast_hdr	QG4232	quartet_06	submodel1	1347659.7112	0.9278	0.0435	0.0287	385	4.1	168247	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU1420)	(PX506,(QX1410,JU1420),QG4232)	(PX506,(QG4232,JU1420),QX1410)
mast_hdr	QG4232	quartet_06	submodel6	1348542.7338	0.9453	0.0278	0.0269	385	4.1	168247	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU1420)	(PX506,(QX1410,JU1420),QG4232)	(PX506,(QG4232,JU1420),QX1410)
mast_hdr	QG4232	quartet_07	submodel1	1344745.8504	0.9316	0.0394	0.029	380	4	168016	O_CBXCBY_CNX	O_CBXCNX_CBY	O_CBYCNX_CBX	(PX506,(QX1410,QG4232),JU1422)	(PX506,(QX1410,JU1422),QG4232)	(PX506,(QG4232,JU1422),QX1410)
