strain	bam	bai	coverage	percent_mapped
NIC899	NIC899.bam	NIC899.bam.bai	0	0
NIC901	NIC901.bam	NIC901.bam.bai	0	0
NIC911	NIC911.bam	NIC911.bam.bai	0	0
NIC96	NIC96.bam	NIC96.bam.bai	0	0
NIC984	NIC984.bam	NIC984.bam.bai	0	0
NIC985	NIC985.bam	NIC985.bam.bai	0	0
PB800	PB800.bam	PB800.bam.bai	0	0
PB857	PB857.bam	PB857.bam.bai	0	0
PE887	PE887.bam	PE887.bam.bai	0	0
QG1005	QG1005.bam	QG1005.bam.bai	0	0
QG1007	QG1007.bam	QG1007.bam.bai	0	0
QG1111	QG1111.bam	QG1111.bam.bai	0	0
QG1126	QG1126.bam	QG1126.bam.bai	0	0
QG1141	QG1141.bam	QG1141.bam.bai	0	0
QG1155	QG1155.bam	QG1155.bam.bai	0	0
QG130	QG130.bam	QG130.bam.bai	0	0
QG132	QG132.bam	QG132.bam.bai	0	0
QG133	QG133.bam	QG133.bam.bai	0	0
QG2641	QG2641.bam	QG2641.bam.bai	0	0
QG2648	QG2648.bam	QG2648.bam.bai	0	0
QG2659	QG2659.bam	QG2659.bam.bai	0	0
QG2663	QG2663.bam	QG2663.bam.bai	0	0
QG2665	QG2665.bam	QG2665.bam.bai	0	0
QG2683	QG2683.bam	QG2683.bam.bai	0	0
QG2736	QG2736.bam	QG2736.bam.bai	0	0
QG2814	QG2814.bam	QG2814.bam.bai	0	0
QG2820	QG2820.bam	QG2820.bam.bai	0	0
QG2848	QG2848.bam	QG2848.bam.bai	0	0
QG2849	QG2849.bam	QG2849.bam.bai	0	0
QG2880	QG2880.bam	QG2880.bam.bai	0	0
QG2881	QG2881.bam	QG2881.bam.bai	0	0
QG2883	QG2883.bam	QG2883.bam.bai	0	0
QG2884	QG2884.bam	QG2884.bam.bai	0	0
QG2891	QG2891.bam	QG2891.bam.bai	0	0
QG2892	QG2892.bam	QG2892.bam.bai	0	0
QG2893	QG2893.bam	QG2893.bam.bai	0	0
QG2895	QG2895.bam	QG2895.bam.bai	0	0
QG2902	QG2902.bam	QG2902.bam.bai	0	0
QG2903	QG2903.bam	QG2903.bam.bai	0	0
QG2906	QG2906.bam	QG2906.bam.bai	0	0
QG2908	QG2908.bam	QG2908.bam.bai	0	0
QG2910	QG2910.bam	QG2910.bam.bai	0	0
QG2919	QG2919.bam	QG2919.bam.bai	0	0
QG2923	QG2923.bam	QG2923.bam.bai	0	0
QG2925	QG2925.bam	QG2925.bam.bai	0	0
QG2964	QG2964.bam	QG2964.bam.bai	0	0
QG2966	QG2966.bam	QG2966.bam.bai	0	0
QG2969	QG2969.bam	QG2969.bam.bai	0	0
QG2972	QG2972.bam	QG2972.bam.bai	0	0
QG2996	QG2996.bam	QG2996.bam.bai	0	0
QG3004	QG3004.bam	QG3004.bam.bai	0	0
QG3006	QG3006.bam	QG3006.bam.bai	0	0
QG3019	QG3019.bam	QG3019.bam.bai	0	0
QG3025	QG3025.bam	QG3025.bam.bai	0	0
QG3030	QG3030.bam	QG3030.bam.bai	0	0
QG3032	QG3032.bam	QG3032.bam.bai	0	0
QG3034	QG3034.bam	QG3034.bam.bai	0	0
QG3041	QG3041.bam	QG3041.bam.bai	0	0
QG3053	QG3053.bam	QG3053.bam.bai	0	0
QG3056	QG3056.bam	QG3056.bam.bai	0	0
QG3057	QG3057.bam	QG3057.bam.bai	0	0
QG3058	QG3058.bam	QG3058.bam.bai	0	0
QG3527	QG3527.bam	QG3527.bam.bai	0	0
QG3661	QG3661.bam	QG3661.bam.bai	0	0
QG3783	QG3783.bam	QG3783.bam.bai	0	0
QG3801	QG3801.bam	QG3801.bam.bai	0	0
QG3815	QG3815.bam	QG3815.bam.bai	0	0
QG3816	QG3816.bam	QG3816.bam.bai	0	0
QG3823	QG3823.bam	QG3823.bam.bai	0	0
QG3825	QG3825.bam	QG3825.bam.bai	0	0
QG3826	QG3826.bam	QG3826.bam.bai	0	0
QG3837	QG3837.bam	QG3837.bam.bai	0	0
QG3851	QG3851.bam	QG3851.bam.bai	0	0
QG3861	QG3861.bam	QG3861.bam.bai	0	0
QG3867	QG3867.bam	QG3867.bam.bai	0	0
QG3874	QG3874.bam	QG3874.bam.bai	0	0
QG3875	QG3875.bam	QG3875.bam.bai	0	0
QG3876	QG3876.bam	QG3876.bam.bai	0	0
QG3878	QG3878.bam	QG3878.bam.bai	0	0
QG3920	QG3920.bam	QG3920.bam.bai	0	0
QG3921	QG3921.bam	QG3921.bam.bai	0	0
QG3923	QG3923.bam	QG3923.bam.bai	0	0
QG3924	QG3924.bam	QG3924.bam.bai	0	0
QG3925	QG3925.bam	QG3925.bam.bai	0	0
QG3926	QG3926.bam	QG3926.bam.bai	0	0
QG3927	QG3927.bam	QG3927.bam.bai	0	0
QG3931	QG3931.bam	QG3931.bam.bai	0	0
QG3932	QG3932.bam	QG3932.bam.bai	0	0
QG3933	QG3933.bam	QG3933.bam.bai	0	0
QG4026	QG4026.bam	QG4026.bam.bai	0	0
QG4028	QG4028.bam	QG4028.bam.bai	0	0
QG4031	QG4031.bam	QG4031.bam.bai	0	0
QG4063	QG4063.bam	QG4063.bam.bai	0	0
QG4064	QG4064.bam	QG4064.bam.bai	0	0
QG4067	QG4067.bam	QG4067.bam.bai	0	0
QG4068	QG4068.bam	QG4068.bam.bai	0	0
QG4070	QG4070.bam	QG4070.bam.bai	0	0
QG4093	QG4093.bam	QG4093.bam.bai	0	0
QG4094	QG4094.bam	QG4094.bam.bai	0	0
QG4095	QG4095.bam	QG4095.bam.bai	0	0
QG4096	QG4096.bam	QG4096.bam.bai	0	0
QG4097	QG4097.bam	QG4097.bam.bai	0	0
QG4104	QG4104.bam	QG4104.bam.bai	0	0
QG4114	QG4114.bam	QG4114.bam.bai	0	0
QG4131	QG4131.bam	QG4131.bam.bai	0	0
QG4132	QG4132.bam	QG4132.bam.bai	0	0
QG4208	QG4208.bam	QG4208.bam.bai	0	0
QG4214	QG4214.bam	QG4214.bam.bai	0	0
QG4225	QG4225.bam	QG4225.bam.bai	0	0
QG4232	QG4232.bam	QG4232.bam.bai	0	0
QG4233	QG4233.bam	QG4233.bam.bai	0	0
QG4647	QG4647.bam	QG4647.bam.bai	0	0
QG4648	QG4648.bam	QG4648.bam.bai	0	0
QG4683	QG4683.bam	QG4683.bam.bai	0	0
QG4701	QG4701.bam	QG4701.bam.bai	0	0
QG4706	QG4706.bam	QG4706.bam.bai	0	0
QG4718	QG4718.bam	QG4718.bam.bai	0	0
QG4742	QG4742.bam	QG4742.bam.bai	0	0
QG4805	QG4805.bam	QG4805.bam.bai	0	0
QG4847	QG4847.bam	QG4847.bam.bai	0	0
QG4966	QG4966.bam	QG4966.bam.bai	0	0
QG5348	QG5348.bam	QG5348.bam.bai	0	0
QG5406	QG5406.bam	QG5406.bam.bai	0	0
QG547	QG547.bam	QG547.bam.bai	0	0
QG5474	QG5474.bam	QG5474.bam.bai	0	0
QG5488	QG5488.bam	QG5488.bam.bai	0	0
QG550	QG550.bam	QG550.bam.bai	0	0
QG5507	QG5507.bam	QG5507.bam.bai	0	0
QG5525	QG5525.bam	QG5525.bam.bai	0	0
QG5589	QG5589.bam	QG5589.bam.bai	0	0
QG5603	QG5603.bam	QG5603.bam.bai	0	0
QG5611	QG5611.bam	QG5611.bam.bai	0	0
QG5612	QG5612.bam	QG5612.bam.bai	0	0
QG5633	QG5633.bam	QG5633.bam.bai	0	0
QG581	QG581.bam	QG581.bam.bai	0	0
QG588	QG588.bam	QG588.bam.bai	0	0
QG700	QG700.bam	QG700.bam.bai	0	0
QG727	QG727.bam	QG727.bam.bai	0	0
QG733	QG733.bam	QG733.bam.bai	0	0
QG736	QG736.bam	QG736.bam.bai	0	0
QG737	QG737.bam	QG737.bam.bai	0	0
QG739	QG739.bam	QG739.bam.bai	0	0
QG761	QG761.bam	QG761.bam.bai	0	0
QG763	QG763.bam	QG763.bam.bai	0	0
QG776	QG776.bam	QG776.bam.bai	0	0
QG781	QG781.bam	QG781.bam.bai	0	0
QG784	QG784.bam	QG784.bam.bai	0	0
QG786	QG786.bam	QG786.bam.bai	0	0
QG788	QG788.bam	QG788.bam.bai	0	0
QG790	QG790.bam	QG790.bam.bai	0	0
QG791	QG791.bam	QG791.bam.bai	0	0
QG795	QG795.bam	QG795.bam.bai	0	0
QG797	QG797.bam	QG797.bam.bai	0	0
QG802	QG802.bam	QG802.bam.bai	0	0
QG804	QG804.bam	QG804.bam.bai	0	0
QG806	QG806.bam	QG806.bam.bai	0	0
QG807	QG807.bam	QG807.bam.bai	0	0
QG808	QG808.bam	QG808.bam.bai	0	0
QG809	QG809.bam	QG809.bam.bai	0	0
QG825	QG825.bam	QG825.bam.bai	0	0
QG827	QG827.bam	QG827.bam.bai	0	0
QG828	QG828.bam	QG828.bam.bai	0	0
QG833	QG833.bam	QG833.bam.bai	0	0
QG855	QG855.bam	QG855.bam.bai	0	0
QG856	QG856.bam	QG856.bam.bai	0	0
QG858	QG858.bam	QG858.bam.bai	0	0
QG860	QG860.bam	QG860.bam.bai	0	0
QG864	QG864.bam	QG864.bam.bai	0	0
QG865	QG865.bam	QG865.bam.bai	0	0
QG866	QG866.bam	QG866.bam.bai	0	0
QG868	QG868.bam	QG868.bam.bai	0	0
QG874	QG874.bam	QG874.bam.bai	0	0
QG875	QG875.bam	QG875.bam.bai	0	0
QG878	QG878.bam	QG878.bam.bai	0	0
QG879	QG879.bam	QG879.bam.bai	0	0
QG880	QG880.bam	QG880.bam.bai	0	0
QG881	QG881.bam	QG881.bam.bai	0	0
QG887	QG887.bam	QG887.bam.bai	0	0
QG888	QG888.bam	QG888.bam.bai	0	0
QG926	QG926.bam	QG926.bam.bai	0	0
QG927	QG927.bam	QG927.bam.bai	0	0
QG933	QG933.bam	QG933.bam.bai	0	0
QG937	QG937.bam	QG937.bam.bai	0	0
QG945	QG945.bam	QG945.bam.bai	0	0
QG946	QG946.bam	QG946.bam.bai	0	0
QG947	QG947.bam	QG947.bam.bai	0	0
QG948	QG948.bam	QG948.bam.bai	0	0
QG952	QG952.bam	QG952.bam.bai	0	0
QG978	QG978.bam	QG978.bam.bai	0	0
QG980	QG980.bam	QG980.bam.bai	0	0
QG986	QG986.bam	QG986.bam.bai	0	0
QG991	QG991.bam	QG991.bam.bai	0	0
QG994	QG994.bam	QG994.bam.bai	0	0
QG995	QG995.bam	QG995.bam.bai	0	0
QG997	QG997.bam	QG997.bam.bai	0	0
QG998	QG998.bam	QG998.bam.bai	0	0
QR25	QR25.bam	QR25.bam.bai	0	0
QX1410	QX1410.bam	QX1410.bam.bai	0	0
QX1547	QX1547.bam	QX1547.bam.bai	0	0
QX1795	QX1795.bam	QX1795.bam.bai	0	0
QX1796	QX1796.bam	QX1796.bam.bai	0	0
QX1798	QX1798.bam	QX1798.bam.bai	0	0
QX1800	QX1800.bam	QX1800.bam.bai	0	0
QX1801	QX1801.bam	QX1801.bam.bai	0	0
QX1802	QX1802.bam	QX1802.bam.bai	0	0
QX1803	QX1803.bam	QX1803.bam.bai	0	0
QX1804	QX1804.bam	QX1804.bam.bai	0	0
SOW18	SOW18.bam	SOW18.bam.bai	0	0
SOW21	SOW21.bam	SOW21.bam.bai	0	0
SOW22	SOW22.bam	SOW22.bam.bai	0	0
TT3408	TT3408.bam	TT3408.bam.bai	0	0
TT3411	TT3411.bam	TT3411.bam.bai	0	0
TWN1772	TWN1772.bam	TWN1772.bam.bai	0	0
TWN1824	TWN1824.bam	TWN1824.bam.bai	0	0
TWN1899	TWN1899.bam	TWN1899.bam.bai	0	0
TWN1907	TWN1907.bam	TWN1907.bam.bai	0	0
TWN2919	TWN2919.bam	TWN2919.bam.bai	0	0
TWN3077	TWN3077.bam	TWN3077.bam.bai	0	0
UH1	UH1.bam	UH1.bam.bai	0	0
VSL2201	VSL2201.bam	VSL2201.bam.bai	0	0
VSL2207	VSL2207.bam	VSL2207.bam.bai	0	0
VSL2209	VSL2209.bam	VSL2209.bam.bai	0	0
VSL2210	VSL2210.bam	VSL2210.bam.bai	0	0
VSL2212	VSL2212.bam	VSL2212.bam.bai	0	0
VSL2213	VSL2213.bam	VSL2213.bam.bai	0	0
VSL2215	VSL2215.bam	VSL2215.bam.bai	0	0
VSL2216	VSL2216.bam	VSL2216.bam.bai	0	0
VSL2217	VSL2217.bam	VSL2217.bam.bai	0	0
VSL2219	VSL2219.bam	VSL2219.bam.bai	0	0
VT847	VT847.bam	VT847.bam.bai	0	0
VX34	VX34.bam	VX34.bam.bai	0	0
XZ1204	XZ1204.bam	XZ1204.bam.bai	0	0
XZ1205	XZ1205.bam	XZ1205.bam.bai	0	0
XZ1206	XZ1206.bam	XZ1206.bam.bai	0	0
XZ1207	XZ1207.bam	XZ1207.bam.bai	0	0
XZ1210	XZ1210.bam	XZ1210.bam.bai	0	0
XZ1212	XZ1212.bam	XZ1212.bam.bai	0	0
XZ1213	XZ1213.bam	XZ1213.bam.bai	0	0
XZ1731	XZ1731.bam	XZ1731.bam.bai	0	0
XZ1732	XZ1732.bam	XZ1732.bam.bai	0	0
ZZY0992	ZZY0992.bam	ZZY0992.bam.bai	0	0
ZZY1034	ZZY1034.bam	ZZY1034.bam.bai	0	0
ZZY1075	ZZY1075.bam	ZZY1075.bam.bai	0	0
ZZY1123	ZZY1123.bam	ZZY1123.bam.bai	0	0
ZZY1130	ZZY1130.bam	ZZY1130.bam.bai	0	0
ZZY405	ZZY405.bam	ZZY405.bam.bai	0	0
