discordance	sites	i	j
151223	5551706	JU2056	QG5603
105711	5556114	JU2056	QG5611
84747	5573856	JU2056	QG5612
105060	5578723	JU2056	QG5633
447036	5409047	JU2056	QG581
450031	5447691	JU2056	QG588
125830	5558584	JU2056	QG700
130625	5506648	JU2056	QG727
131166	5512314	JU2056	QG733
136892	5513834	JU2056	QG736
134688	5526731	JU2056	QG737
135161	5530834	JU2056	QG739
127789	5506274	JU2056	QG761
135735	5510207	JU2056	QG763
137943	5509476	JU2056	QG776
122009	5533290	JU2056	QG781
151351	5529316	JU2056	QG784
144898	5512611	JU2056	QG786
134655	5510729	JU2056	QG788
142073	5453527	JU2056	QG790
142863	5520434	JU2056	QG791
121501	5519605	JU2056	QG795
144130	5515808	JU2056	QG797
122537	5528414	JU2056	QG802
155032	5507912	JU2056	QG804
131980	5516018	JU2056	QG806
135779	5494413	JU2056	QG807
139435	5502814	JU2056	QG808
154644	5535021	JU2056	QG809
126583	5523967	JU2056	QG825
131845	5465178	JU2056	QG827
128716	5482124	JU2056	QG828
121521	5462329	JU2056	QG833
153737	5522210	JU2056	QG855
136451	5513745	JU2056	QG856
153380	5520450	JU2056	QG858
127891	5413440	JU2056	QG860
153300	5509399	JU2056	QG864
141167	5538168	JU2056	QG865
127231	5549235	JU2056	QG866
130679	5501695	JU2056	QG868
126193	5544766	JU2056	QG874
153004	5427666	JU2056	QG875
132305	5487653	JU2056	QG878
130055	5529180	JU2056	QG879
133541	5404841	JU2056	QG880
125737	5508549	JU2056	QG881
129484	5532312	JU2056	QG887
149415	5514790	JU2056	QG888
141132	5515049	JU2056	QG926
94052	5529481	JU2056	QG927
146275	5498735	JU2056	QG933
143002	5520216	JU2056	QG937
145777	5458511	JU2056	QG945
147073	5515348	JU2056	QG946
137889	5535635	JU2056	QG947
126795	5502045	JU2056	QG948
125757	5475837	JU2056	QG952
145527	5525761	JU2056	QG978
134431	5524104	JU2056	QG980
124490	5548637	JU2056	QG986
127174	5494149	JU2056	QG991
148214	5541944	JU2056	QG994
128608	5554383	JU2056	QG995
138124	5527965	JU2056	QG997
142307	5552536	JU2056	QG998
443368	5422641	JU2056	QR25
97456	5617900	JU2056	QX1410
437539	5299830	JU2056	QX1547
77268	5566452	JU2056	QX1795
57618	5561114	JU2056	QX1796
318734	5381615	JU2056	QX1798
60299	5490320	JU2056	QX1800
72029	5587604	JU2056	QX1801
75500	5573525	JU2056	QX1802
61686	5573005	JU2056	QX1803
58333	5533243	JU2056	QX1804
447219	5429823	JU2056	SOW18
445790	5424774	JU2056	SOW21
447226	5422362	JU2056	SOW22
85635	5594525	JU2056	TT3408
80369	5595491	JU2056	TT3411
413024	5445111	JU2056	TWN1772
402266	5430332	JU2056	TWN1824
393946	5355351	JU2056	TWN1899
412146	5445482	JU2056	TWN1907
409456	5418028	JU2056	TWN2919
407531	5368971	JU2056	TWN3077
412671	5446466	JU2056	UH1
125496	5521938	JU2056	VSL2201
882395	5327612	JU2056	VSL2207
881181	5322245	JU2056	VSL2209
84804	5573751	JU2056	VSL2210
82038	5581591	JU2056	VSL2212
158580	5534070	JU2056	VSL2213
136887	5538675	JU2056	VSL2215
150344	5536511	JU2056	VSL2216
193773	5510826	JU2056	VSL2217
86210	5563887	JU2056	VSL2219
78428	5532616	JU2056	VT847
433452	5438711	JU2056	VX34
101945	5579854	JU2056	XZ1204
131897	5537437	JU2056	XZ1205
128687	5547039	JU2056	XZ1206
83014	5537122	JU2056	XZ1207
82453	5583650	JU2056	XZ1210
79974	5590214	JU2056	XZ1212
76836	5582537	JU2056	XZ1213
76729	5590986	JU2056	XZ1731
86707	5591044	JU2056	XZ1732
185176	5519022	JU2056	ZZY0992
77544	5554264	JU2056	ZZY1034
83622	5591034	JU2056	ZZY1075
179056	5497285	JU2056	ZZY1123
82227	5591266	JU2056	ZZY1130
80994	5593000	JU2056	ZZY405
108436	5295908	JU2057	JU2160
113262	5446853	JU2057	JU2162
196884	5473201	JU2057	JU2214
414460	5363092	JU2057	JU2216
273401	5309097	JU2057	JU2457
51568	5461750	JU2057	JU2470
193360	5470898	JU2057	JU2472
150145	5422131	JU2057	JU2507
195789	5464386	JU2057	JU2518
446109	5306978	JU2057	JU2536
189809	5490151	JU2057	JU2618
197238	5468643	JU2057	JU2799
190591	5507385	JU2057	JU2836
205298	5436513	JU2057	JU2849
197048	5505396	JU2057	JU2861
203062	5496418	JU2057	JU2868
451315	5363595	JU2057	JU2872
186091	5508683	JU2057	JU2910
488400	5352442	JU2057	JU3168
195437	5513269	JU2057	JU3171
878407	5252385	JU2057	JU3199
870524	5242268	JU2057	JU3200
875753	5234170	JU2057	JU3201
874016	5246821	JU2057	JU3202
872937	5222715	JU2057	JU3203
874046	5226960	JU2057	JU3206
198828	5455899	JU2057	JU3207
68972	5480950	JU2057	JU3237
198917	5478338	JU2057	JU3281
211675	5484309	JU2057	JU3319
200600	5504749	JU2057	JU3321
433602	5364798	JU2057	JU3326
198247	5504003	JU2057	JU3327
453345	5409449	JU2057	JU3416
124799	5080251	JU2057	JU356
198298	5496758	JU2057	JU4042
210115	5444605	JU2057	JU4051
218034	5442686	JU2057	JU4058
204827	5357686	JU2057	JU4060
211547	5449273	JU2057	JU4062
208652	5412627	JU2057	JU4064
197010	5503941	JU2057	JU4080
215837	5454378	JU2057	JU4084
216201	5448986	JU2057	JU4097
209226	5476917	JU2057	JU725
200725	5494220	JU2057	MY2716
201092	5512046	JU2057	MY539
113934	5110473	JU2057	MY681
186015	5456320	JU2057	NIC1050
179546	5411931	JU2057	NIC1052
187431	5386779	JU2057	NIC1054
187201	5477147	JU2057	NIC1055
186712	5472491	JU2057	NIC1057
185995	5410115	JU2057	NIC1058
186309	5451283	JU2057	NIC1059
187153	5481884	JU2057	NIC1060
192677	5490393	JU2057	NIC1062
194321	5447237	JU2057	NIC1069
190512	5481226	JU2057	NIC1103
196896	5479317	JU2057	NIC1104
192186	5409313	JU2057	NIC1106
200297	5422661	JU2057	NIC1117
212263	5457019	JU2057	NIC1123
200044	5452608	JU2057	NIC1124
196343	5372606	JU2057	NIC1135
201040	5459930	JU2057	NIC1138
197459	5455570	JU2057	NIC1141
190781	5515772	JU2057	NIC115
198138	5515302	JU2057	NIC117
196662	5477071	JU2057	NIC1183
196353	5510459	JU2057	NIC119
198497	5453539	JU2057	NIC1190
200662	5484442	JU2057	NIC1202
198868	5458440	JU2057	NIC1204
413126	5369519	JU2057	NIC1205
201353	5479897	JU2057	NIC1218
409359	5310035	JU2057	NIC1220
197777	5385762	JU2057	NIC1221
196591	5528912	JU2057	NIC123
196339	5496643	JU2057	NIC1267
192035	5488025	JU2057	NIC1283
192104	5470352	JU2057	NIC1288
192717	5500409	JU2057	NIC1292
187155	5465946	JU2057	NIC1302
191053	5451210	JU2057	NIC1304
200957	5487090	JU2057	NIC1308
192709	5482992	JU2057	NIC1407
190573	5471923	JU2057	NIC1421
194017	5502938	JU2057	NIC1423
185023	5415127	JU2057	NIC1442
186803	5469378	JU2057	NIC1491
198079	5475797	JU2057	NIC1525
189262	5509840	JU2057	NIC1528
198958	5485155	JU2057	NIC1529
195855	5489704	JU2057	NIC1533
195326	5480619	JU2057	NIC1535
412966	5363333	JU2057	NIC1539
401385	5384071	JU2057	NIC1540
412971	5357285	JU2057	NIC1562
397648	5353801	JU2057	NIC1589
414137	5375048	JU2057	NIC1590
402200	5381106	JU2057	NIC1591
396840	5364747	JU2057	NIC1593
416141	5384212	JU2057	NIC1595
406852	5368176	JU2057	NIC1598
414039	5375382	JU2057	NIC1602
419362	5353078	JU2057	NIC1607
197216	5493941	JU2057	NIC1628
414769	5380777	JU2057	NIC1630
415395	5368479	JU2057	NIC1631
448426	5302667	JU2057	NIC1632
450877	5346822	JU2057	NIC1633
453808	5376965	JU2057	NIC1635
416875	5410449	JU2057	NIC1645
403894	5222293	JU2057	NIC1660
413096	5349951	JU2057	NIC1661
413474	5342224	JU2057	NIC1662
413608	5351844	JU2057	NIC1663
401380	5372018	JU2057	NIC1664
402664	5384812	JU2057	NIC1665
415031	5377121	JU2057	NIC1666
414929	5374102	JU2057	NIC1667
415627	5369584	JU2057	NIC1681
201033	5489804	JU2057	NIC1688
409849	5385344	JU2057	NIC1692
415494	5388649	JU2057	NIC1693
190771	5438353	JU2057	NIC17
454246	5392094	JU2057	NIC174
200677	5514707	JU2057	NIC187
198365	5511190	JU2057	NIC188
398049	5368500	JU2057	NIC19
196228	5519755	JU2057	NIC191
401182	5365568	JU2057	NIC20
396001	5311646	JU2057	NIC21
402187	5393277	JU2057	NIC22
207309	5464545	JU2057	NIC2369
189361	5363426	JU2057	NIC248
194649	5446441	JU2057	NIC250
201291	5518464	JU2057	NIC2527
186396	5419875	JU2057	NIC309
188679	5489863	JU2057	NIC325
185621	5486724	JU2057	NIC327
197717	5449776	JU2057	NIC329
188035	5489441	JU2057	NIC330
188311	5460280	JU2057	NIC331
186075	5448207	JU2057	NIC332
190873	5478576	JU2057	NIC333
199679	5500948	JU2057	NIC343
199861	5502613	JU2057	NIC392
187183	5451305	JU2057	NIC400
184022	5263230	JU2057	NIC402
207088	5482784	JU2057	NIC419
415011	5387945	JU2057	NIC504
411062	5332471	JU2057	NIC505
405545	5282068	JU2057	NIC518
414320	5378990	JU2057	NIC519
196449	5429099	JU2057	NIC532
177002	5484923	JU2057	NIC541
195566	5508832	JU2057	NIC549
194553	5489677	JU2057	NIC552
191555	5472686	JU2057	NIC555
194640	5426546	JU2057	NIC574
203626	5511726	JU2057	NIC578
188972	5487789	JU2057	NIC583
189989	5512476	JU2057	NIC590
193078	5416838	JU2057	NIC593
195892	5508535	JU2057	NIC60
197831	5514164	JU2057	NIC61
190173	5458911	JU2057	NIC62
209508	5484896	JU2057	NIC67
184986	5425886	JU2057	NIC758
194327	5511779	JU2057	NIC777
414797	5333396	JU2057	NIC779
198700	5469364	JU2057	NIC790
159933	5479394	JU2057	NIC791
175968	5453097	JU2057	NIC792
197802	5513039	JU2057	NIC793
196513	5398507	JU2057	NIC795
203266	5507290	JU2057	NIC796
200043	5506508	JU2057	NIC802
196941	5504958	JU2057	NIC803
416121	5381284	JU2057	NIC805
195804	5457002	JU2057	NIC811
413127	5305208	JU2057	NIC814
415797	5397751	JU2057	NIC815
405862	5396769	JU2057	NIC816
406522	5247405	JU2057	NIC819
197757	5496866	JU2057	NIC821
413934	5347056	JU2057	NIC822
414830	5384918	JU2057	NIC824
406697	5398409	JU2057	NIC825
402648	5348123	JU2057	NIC827
404918	5405119	JU2057	NIC828
414518	5381073	JU2057	NIC863
413544	5357795	JU2057	NIC864
414279	5371035	JU2057	NIC865
192908	5428974	JU2057	NIC871
197281	5435659	JU2057	NIC883
413449	5371391	JU2057	NIC889
432899	5309457	JU2057	NIC893
414964	5388957	JU2057	NIC897
444890	5267280	JU2057	NIC899
198868	5498855	JU2057	NIC901
188643	5299107	JU2057	NIC911
188321	5500879	JU2057	NIC96
198800	5474837	JU2057	NIC984
199316	5454281	JU2057	NIC985
424213	5021111	JU2057	PB800
454243	5395345	JU2057	PB857
203178	5515535	JU2057	PE887
183689	5451312	JU2057	QG1005
180787	5464363	JU2057	QG1007
179655	5468010	JU2057	QG1111
182262	5501106	JU2057	QG1126
177423	5479503	JU2057	QG1141
181084	5466848	JU2057	QG1155
196761	5498282	JU2057	QG130
194737	5439381	JU2057	QG132
412223	5395588	JU2057	QG133
179694	5487252	JU2057	QG2641
181591	5492299	JU2057	QG2648
179423	5488053	JU2057	QG2659
182393	5499038	JU2057	QG2663
181709	5484149	JU2057	QG2665
188517	5454819	JU2057	QG2683
181200	5469845	JU2057	QG2736
200820	5483763	JU2057	QG2814
196177	5507173	JU2057	QG2820
198120	5467850	JU2057	QG2848
150542	5464130	JU2057	QG2880
200777	5490590	JU2057	QG2881
197438	5434060	JU2057	QG2883
150805	5455878	JU2057	QG2884
898094	5229978	JU2057	QG2891
150936	5458785	JU2057	QG2892
901483	5258314	JU2057	QG2893
156664	5438748	JU2057	QG2895
152822	5484445	JU2057	QG2902
147749	5453635	JU2057	QG2903
155627	5444803	JU2057	QG2906
895948	5233893	JU2057	QG2908
198860	5489718	JU2057	QG2910
898237	5223679	JU2057	QG2919
148977	5458286	JU2057	QG2923
149281	5459016	JU2057	QG2925
182538	5486333	JU2057	QG2964
181931	5479779	JU2057	QG2966
180067	5491453	JU2057	QG2969
180163	5429570	JU2057	QG2972
181225	5491283	JU2057	QG2996
186371	5474834	JU2057	QG3004
178362	5485621	JU2057	QG3006
189079	5482620	JU2057	QG3019
183910	5472755	JU2057	QG3025
177237	5467197	JU2057	QG3030
187635	5481730	JU2057	QG3032
178158	5476286	JU2057	QG3034
181802	5465536	JU2057	QG3041
194781	5494310	JU2057	QG3053
182867	5498234	JU2057	QG3056
180502	5468489	JU2057	QG3057
179842	5485594	JU2057	QG3058
189457	5432161	JU2057	QG3527
452874	5385193	JU2057	QG3661
190964	5447072	JU2057	QG3783
177016	5401660	JU2057	QG3801
184015	5352365	JU2057	QG3815
193794	5440642	JU2057	QG3816
179618	5484937	JU2057	QG3823
192504	5495365	JU2057	QG3825
186288	5412315	JU2057	QG3826
195833	5486436	JU2057	QG3837
192810	5476152	JU2057	QG3851
187688	5392640	JU2057	QG3861
173917	5447074	JU2057	QG3867
198115	5495506	JU2057	QG3874
190691	5508013	JU2057	QG3875
194138	5478192	JU2057	QG3876
191847	5507081	JU2057	QG3878
196294	5502688	JU2057	QG3920
197100	5488467	JU2057	QG3921
192384	5508649	JU2057	QG3923
194618	5499553	JU2057	QG3924
190685	5503627	JU2057	QG3925
186501	5509365	JU2057	QG3926
190750	5502841	JU2057	QG3927
188227	5476617	JU2057	QG3931
197193	5493715	JU2057	QG3932
192510	5466243	JU2057	QG3933
885959	5165946	JU2057	QG4026
893606	5229420	JU2057	QG4028
895666	5240797	JU2057	QG4031
900796	5243803	JU2057	QG4063
896602	5217818	JU2057	QG4064
902116	5261148	JU2057	QG4067
901931	5260488	JU2057	QG4068
197117	5512035	JU2057	QG4070
895095	5225258	JU2057	QG4093
896155	5207901	JU2057	QG4094
898162	5219138	JU2057	QG4095
901618	5246992	JU2057	QG4096
897812	5219677	JU2057	QG4097
896263	5212042	JU2057	QG4104
895770	5209995	JU2057	QG4114
899564	5240577	JU2057	QG4131
901723	5255762	JU2057	QG4132
895652	5237904	JU2057	QG4208
903140	5265376	JU2057	QG4214
898973	5225403	JU2057	QG4225
896731	5228113	JU2057	QG4232
894356	5208520	JU2057	QG4233
157338	5497618	JU2057	QG4647
197587	5499807	JU2057	QG4648
207690	5502068	JU2057	QG4683
175310	5491135	JU2057	QG4701
203975	5498970	JU2057	QG4706
203856	5513524	JU2057	QG4718
199399	5518900	JU2057	QG4742
157855	5480338	JU2057	QG4805
198843	5506397	JU2057	QG4847
197987	5499838	JU2057	QG4966
201873	5503699	JU2057	QG5348
205317	5478910	JU2057	QG5406
450727	5340181	JU2057	QG547
170817	5497876	JU2057	QG5474
194487	5507782	JU2057	QG5488
195894	5490614	JU2057	QG550
194910	5502084	JU2057	QG5507
202781	5495170	JU2057	QG5525
169853	5502054	JU2057	QG5589
167333	5493321	JU2057	QG5603
202637	5482415	JU2057	QG5611
200016	5494385	JU2057	QG5612
197910	5504854	JU2057	QG5633
452630	5361330	JU2057	QG581
455549	5394834	JU2057	QG588
185945	5495510	JU2057	QG700
174658	5446739	JU2057	QG727
182378	5452973	JU2057	QG733
178845	5457763	JU2057	QG736
180402	5471309	JU2057	QG737
186632	5469182	JU2057	QG739
187467	5444476	JU2057	QG761
181559	5451017	JU2057	QG763
179095	5448998	JU2057	QG776
178191	5474110	JU2057	QG781
179444	5474902	JU2057	QG784
176958	5454464	JU2057	QG786
177288	5447898	JU2057	QG788
175224	5396963	JU2057	QG790
190135	5462067	JU2057	QG791
184321	5458740	JU2057	QG795
181028	5457241	JU2057	QG797
183230	5469520	JU2057	QG802
177464	5451244	JU2057	QG804
185232	5453731	JU2057	QG806
172581	5440477	JU2057	QG807
181586	5448611	JU2057	QG808
179433	5478673	JU2057	QG809
174632	5462887	JU2057	QG825
179853	5406376	JU2057	QG827
177867	5424972	JU2057	QG828
174225	5406246	JU2057	QG833
190307	5461852	JU2057	QG855
172926	5455410	JU2057	QG856
174856	5468353	JU2057	QG858
179434	5354349	JU2057	QG860
176545	5452935	JU2057	QG864
172603	5481331	JU2057	QG865
184175	5483525	JU2057	QG866
181622	5440220	JU2057	QG868
175959	5482654	JU2057	QG874
173675	5374603	JU2057	QG875
173993	5430736	JU2057	QG878
175751	5472925	JU2057	QG879
174753	5351516	JU2057	QG880
185210	5445495	JU2057	QG881
180019	5472808	JU2057	QG887
182573	5457561	JU2057	QG888
171253	5457456	JU2057	QG926
194223	5460894	JU2057	QG927
182698	5441753	JU2057	QG933
177470	5462372	JU2057	QG937
177950	5401732	JU2057	QG945
180285	5457514	JU2057	QG946
182088	5474034	JU2057	QG947
180330	5440748	JU2057	QG948
180975	5418191	JU2057	QG952
185439	5469912	JU2057	QG978
179439	5467195	JU2057	QG980
182520	5484934	JU2057	QG986
176216	5436990	JU2057	QG991
183590	5483687	JU2057	QG994
180833	5495696	JU2057	QG995
178902	5468751	JU2057	QG997
183978	5490582	JU2057	QG998
446199	5375849	JU2057	QR25
201626	5546260	JU2057	QX1410
442692	5253865	JU2057	QX1547
198161	5487127	JU2057	QX1795
194901	5471784	JU2057	QX1796
338807	5324950	JU2057	QX1798
193138	5408538	JU2057	QX1800
201037	5501644	JU2057	QX1801
197577	5495981	JU2057	QX1802
201252	5489200	JU2057	QX1803
194884	5449506	JU2057	QX1804
452995	5378387	JU2057	SOW18
451574	5373800	JU2057	SOW21
452578	5371680	JU2057	SOW22
200508	5516828	JU2057	TT3408
197515	5514056	JU2057	TT3411
416047	5395943	JU2057	TWN1772
403225	5381810	JU2057	TWN1824
395199	5306372	JU2057	TWN1899
415474	5397346	JU2057	TWN1907
412237	5366875	JU2057	TWN2919
410215	5321487	JU2057	TWN3077
417097	5395413	JU2057	UH1
208689	5456162	JU2057	VSL2201
879832	5277734	JU2057	VSL2207
877086	5273269	JU2057	VSL2209
196679	5497715	JU2057	VSL2210
193751	5505765	JU2057	VSL2212
215185	5473504	JU2057	VSL2213
209655	5474807	JU2057	VSL2215
209684	5475966	JU2057	VSL2216
143268	5476115	JU2057	VSL2217
198298	5491395	JU2057	VSL2219
195797	5456795	JU2057	VT847
436048	5387862	JU2057	VX34
201927	5503583	JU2057	XZ1204
206455	5476712	JU2057	XZ1205
205934	5481403	JU2057	XZ1206
194373	5463725	JU2057	XZ1207
191779	5506570	JU2057	XZ1210
198353	5511016	JU2057	XZ1212
199063	5503192	JU2057	XZ1213
198140	5508806	JU2057	XZ1731
201574	5513588	JU2057	XZ1732
147753	5475525	JU2057	ZZY0992
198597	5476906	JU2057	ZZY1034
193348	5514523	JU2057	ZZY1075
152015	5453495	JU2057	ZZY1123
194583	5514537	JU2057	ZZY1130
197079	5514188	JU2057	ZZY405
33093	5319376	JU2160	JU2162
191335	5296452	JU2160	JU2214
399716	5193865	JU2160	JU2216
266979	5140985	JU2160	JU2457
110556	5260533	JU2160	JU2470
186665	5292438	JU2160	JU2472
148310	5251892	JU2160	JU2507
191919	5285482	JU2160	JU2518
430775	5143747	JU2160	JU2536
180195	5312812	JU2160	JU2618
193964	5291320	JU2160	JU2799
177313	5327664	JU2160	JU2836
201352	5262689	JU2160	JU2849
195159	5322973	JU2160	JU2861
198670	5316234	JU2160	JU2868
435434	5193011	JU2160	JU2872
187852	5319950	JU2160	JU2910
470681	5181289	JU2160	JU3168
191693	5328918	JU2160	JU3171
852313	5084719	JU2160	JU3199
847328	5076480	JU2160	JU3200
850071	5068602	JU2160	JU3201
847535	5080666	JU2160	JU3202
846691	5059997	JU2160	JU3203
848766	5062456	JU2160	JU3206
192086	5283556	JU2160	JU3207
106504	5289084	JU2160	JU3237
195033	5298540	JU2160	JU3281
208867	5307397	JU2160	JU3319
196088	5324482	JU2160	JU3321
419512	5195226	JU2160	JU3326
196361	5325204	JU2160	JU3327
437827	5230970	JU2160	JU3416
120030	4911115	JU2160	JU356
195718	5316160	JU2160	JU4042
204568	5268029	JU2160	JU4051
210268	5264798	JU2160	JU4058
199735	5188513	JU2160	JU4060
205313	5277123	JU2160	JU4062
204755	5239824	JU2160	JU4064
192011	5319557	JU2160	JU4080
212809	5277138	JU2160	JU4084
212286	5272155	JU2160	JU4097
204690	5299818	JU2160	JU725
196672	5316934	JU2160	MY2716
197436	5328476	JU2160	MY539
110696	4938665	JU2160	MY681
180598	5283263	JU2160	NIC1050
171751	5243338	JU2160	NIC1052
182355	5217905	JU2160	NIC1054
179438	5301162	JU2160	NIC1055
180817	5296602	JU2160	NIC1057
178181	5241594	JU2160	NIC1058
182460	5278667	JU2160	NIC1059
177896	5306831	JU2160	NIC1060
188182	5309041	JU2160	NIC1062
192578	5270856	JU2160	NIC1069
185168	5304613	JU2160	NIC1103
185623	5303285	JU2160	NIC1104
182736	5236855	JU2160	NIC1106
193389	5246773	JU2160	NIC1117
209181	5279718	JU2160	NIC1123
193458	5273892	JU2160	NIC1124
191961	5200364	JU2160	NIC1135
196919	5280066	JU2160	NIC1138
191685	5277664	JU2160	NIC1141
187594	5333142	JU2160	NIC115
194233	5332561	JU2160	NIC117
192020	5296570	JU2160	NIC1183
192958	5328785	JU2160	NIC119
192658	5278470	JU2160	NIC1190
195869	5307068	JU2160	NIC1202
192451	5281555	JU2160	NIC1204
398521	5199637	JU2160	NIC1205
196482	5300355	JU2160	NIC1218
395490	5147260	JU2160	NIC1220
193667	5216120	JU2160	NIC1221
193015	5343834	JU2160	NIC123
192925	5313803	JU2160	NIC1267
183878	5313002	JU2160	NIC1283
187510	5294740	JU2160	NIC1288
181625	5324369	JU2160	NIC1292
180123	5291284	JU2160	NIC1302
180964	5280970	JU2160	NIC1304
196613	5306975	JU2160	NIC1308
183740	5308390	JU2160	NIC1407
184380	5297057	JU2160	NIC1421
190451	5322950	JU2160	NIC1423
180105	5242910	JU2160	NIC1442
181801	5293581	JU2160	NIC1491
192575	5294880	JU2160	NIC1525
185803	5327835	JU2160	NIC1528
195081	5302001	JU2160	NIC1529
190927	5306977	JU2160	NIC1533
191629	5299290	JU2160	NIC1535
399891	5194115	JU2160	NIC1539
388676	5210422	JU2160	NIC1540
398902	5189626	JU2160	NIC1562
386588	5183306	JU2160	NIC1589
400840	5203734	JU2160	NIC1590
390187	5208990	JU2160	NIC1591
385738	5194425	JU2160	NIC1593
400506	5211504	JU2160	NIC1595
394159	5199073	JU2160	NIC1598
400459	5202252	JU2160	NIC1602
405371	5184317	JU2160	NIC1607
194921	5314395	JU2160	NIC1628
400104	5208081	JU2160	NIC1630
400784	5197593	JU2160	NIC1631
432972	5134401	JU2160	NIC1632
435139	5175738	JU2160	NIC1633
437515	5203936	JU2160	NIC1635
402585	5233211	JU2160	NIC1645
390213	5062643	JU2160	NIC1660
399413	5181646	JU2160	NIC1661
400005	5172440	JU2160	NIC1662
399608	5184085	JU2160	NIC1663
389959	5200296	JU2160	NIC1664
391326	5211308	JU2160	NIC1665
400867	5205945	JU2160	NIC1666
401310	5203495	JU2160	NIC1667
401766	5199975	JU2160	NIC1681
193933	5313210	JU2160	NIC1688
395398	5213403	JU2160	NIC1692
401833	5215273	JU2160	NIC1693
186080	5258784	JU2160	NIC17
437844	5217846	JU2160	NIC174
196508	5330169	JU2160	NIC187
193760	5328693	JU2160	NIC188
385110	5198063	JU2160	NIC19
189432	5337421	JU2160	NIC191
388508	5193806	JU2160	NIC20
384733	5147347	JU2160	NIC21
389111	5218204	JU2160	NIC22
203230	5285349	JU2160	NIC2369
184967	5185445	JU2160	NIC248
189581	5271290	JU2160	NIC250
197576	5333492	JU2160	NIC2527
180952	5248966	JU2160	NIC309
183538	5312727	JU2160	NIC325
182970	5307506	JU2160	NIC327
186225	5280078	JU2160	NIC329
182855	5312193	JU2160	NIC330
185103	5283328	JU2160	NIC331
180575	5274618	JU2160	NIC332
186469	5301302	JU2160	NIC333
193469	5319929	JU2160	NIC343
188407	5324972	JU2160	NIC392
183703	5277172	JU2160	NIC400
176921	5103292	JU2160	NIC402
203081	5302072	JU2160	NIC419
400947	5213551	JU2160	NIC504
396851	5164917	JU2160	NIC505
392901	5123796	JU2160	NIC518
400647	5206862	JU2160	NIC519
192975	5253260	JU2160	NIC532
167140	5308106	JU2160	NIC541
191956	5324352	JU2160	NIC549
189866	5313058	JU2160	NIC552
184168	5292868	JU2160	NIC555
191020	5248635	JU2160	NIC574
198489	5327117	JU2160	NIC578
186997	5304584	JU2160	NIC583
185594	5328418	JU2160	NIC590
188790	5235408	JU2160	NIC593
189113	5328298	JU2160	NIC60
192301	5333172	JU2160	NIC61
186689	5284152	JU2160	NIC62
204333	5303281	JU2160	NIC67
181165	5248111	JU2160	NIC758
190520	5328127	JU2160	NIC777
400844	5162718	JU2160	NIC779
196303	5289599	JU2160	NIC790
151950	5303651	JU2160	NIC791
174434	5277764	JU2160	NIC792
193630	5329405	JU2160	NIC793
193393	5220696	JU2160	NIC795
199790	5324866	JU2160	NIC796
196826	5324788	JU2160	NIC802
194569	5322132	JU2160	NIC803
401415	5208884	JU2160	NIC805
192075	5278480	JU2160	NIC811
